playerID,nameFirst,nameLast,bats,throws,walks,hits,ab,singles,doubles,triples,hr,hbp,sacf,runs,rbi,sb,post_ab,post_h,post_games,assists,po,errors,as_games,mvp,gg,ws_wins,ws_losses,gp,mfp,firstyear,inducted
violafr01,Frank,Viola,L,L,3,26,185,23,3,0,0,0,0,8,6,0,1,0,5,371,84,32,3,0,0,1,NULL,421,PITCHER,2002,0
gonzaju03,Juan,Gonzalez,R,R,457,1936,6556,1089,388,25,434,62,78,1061,1404,26,62,18,15,91,2595,46,3,2,0,NULL,NULL,1689,RF,2011,0
lidgebr01,Brad,Lidge,R,R,0,2,7,1,1,0,0,0,0,0,2,0,0,0,39,48,23,5,2,0,0,1,2,603,PITCHER,2018,0
salmoti01,Tim,Salmon,R,R,970,1674,5934,1012,339,24,299,67,68,986,1016,48,59,17,16,99,2695,64,NULL,0,0,1,NULL,1672,RF,2012,0
steinte01,Terry,Steinbach,R,R,418,1453,5369,997,273,21,162,48,46,638,745,23,89,25,25,651,7849,100,3,0,0,1,2,1546,CATCHER,2005,0
oroscje01,Jesse,Orosco,R,L,8,10,59,10,0,0,0,0,2,3,4,0,1,1,24,188,62,4,1,NULL,NULL,2,1,1252,PITCHER,2009,0
sandesc02,Scott,Sanders,R,R,5,25,129,19,6,0,0,0,0,4,8,1,1,0,1,57,49,7,NULL,NULL,NULL,NULL,1,236,PITCHER,2002,0
stanlmi01,Mickey,Stanley,R,R,371,1243,5022,877,201,48,117,8,34,641,500,44,34,8,11,327,3688,46,NULL,0,4,1,NULL,1517,CF,1984,0
dauerri01,Rich,Dauer,R,R,297,984,3829,745,193,3,43,14,34,448,372,6,61,11,19,2823,2115,75,NULL,NULL,NULL,1,1,1140,2B,1991,0
worreto01,Todd,Worrell,R,R,1,2,27,1,0,1,0,0,0,1,0,0,2,0,15,82,30,4,2,0,0,NULL,2,617,PITCHER,2003,0
johnsho01,Howard,Johnson,B,R,692,1229,4940,732,247,22,228,17,57,760,760,231,26,1,11,2147,1276,217,2,0,0,2,NULL,1531,3B,2001,0
smoltjo01,John,Smoltz,R,R,79,151,948,118,26,2,5,3,1,77,61,3,56,12,42,433,320,28,6,0,0,1,4,735,PITCHER,2015,1
wynnji01,Jim,Wynn,R,R,1224,1665,6653,1050,285,39,291,27,74,1105,964,225,26,5,9,167,3937,84,3,0,0,1,1,1920,CF,1983,0
harpeto01,Tommy,Harper,R,R,753,1609,6269,1171,256,36,146,35,31,972,567,408,0,0,1,787,2823,100,1,NULL,NULL,NULL,NULL,1810,LF,1982,0
candejo01,John,Candelaria,L,L,44,104,596,80,20,3,1,2,3,39,48,0,9,1,6,339,58,11,0,NULL,NULL,1,NULL,603,PITCHER,1999,0
appieke01,Kevin,Appier,R,R,1,8,83,8,0,0,0,1,0,4,4,0,0,0,7,225,202,12,1,NULL,NULL,1,NULL,414,PITCHER,2010,0
simmote01,Ted,Simmons,B,R,855,2472,8680,1694,483,47,248,39,100,1074,1389,21,59,11,17,1092,10544,169,5,0,0,NULL,2,2456,CATCHER,1994,0
raineti01,Tim,Raines,B,R,1330,2605,8872,1892,430,113,170,42,76,1571,980,808,126,34,34,273,4284,61,7,0,0,2,NULL,2502,LF,2008,1
gagliph01,Phil,Gagliano,R,R,163,336,1411,265,50,7,14,4,15,150,159,5,7,0,7,570,697,40,NULL,NULL,NULL,2,1,702,2B,1980,0
nomohi01,Hideo,Nomo,R,R,13,65,485,46,14,1,4,0,1,22,26,0,3,0,2,180,115,13,1,0,0,NULL,NULL,324,PITCHER,2014,0
bibbyji01,Jim,Bibby,R,R,13,31,209,20,6,0,5,3,1,15,17,0,4,0,3,216,88,20,1,0,0,1,NULL,341,PITCHER,1990,0
motama01,Manny,Mota,R,R,289,1149,3779,941,125,52,31,28,36,496,438,50,8,3,10,83,1481,35,1,NULL,NULL,NULL,4,1536,LF,1988,0
samueju01,Juan,Samuel,R,R,440,1578,6081,1028,287,102,161,74,42,873,703,396,1,0,4,3288,3572,188,2,0,0,NULL,1,1720,2B,2004,0
vealebo01,Bob,Veale,B,L,18,72,630,64,7,1,0,0,0,26,18,0,0,0,1,270,37,21,0,NULL,NULL,1,NULL,399,PITCHER,1980,0
hundlra01,Randy,Hundley,R,R,271,813,3442,600,118,13,82,13,27,311,381,12,NULL,NULL,NULL,493,5765,61,1,0,1,NULL,NULL,1061,CATCHER,1983,0
eckstda01,David,Eckstein,R,R,376,1414,5041,1127,232,20,35,143,39,701,392,123,176,49,44,3390,1905,98,2,0,0,2,NULL,1311,SS,2016,0
speiech01,Chris,Speier,R,R,847,1759,7156,1295,302,50,112,35,44,770,720,42,50,14,17,6259,3314,288,2,0,0,NULL,1,2260,SS,1995,0
smithlo01,Lonnie,Smith,R,R,623,1488,5170,1059,273,58,98,92,46,909,533,370,205,57,63,101,2388,92,1,0,0,3,3,1613,LF,2000,0
stonest01,Steve,Stone,R,R,11,22,219,20,2,0,0,1,0,9,7,0,0,0,1,254,125,22,1,0,0,NULL,1,340,PITCHER,1987,0
welchbo01,Bob,Welch,R,R,22,88,582,78,7,1,2,3,2,26,30,0,6,0,17,394,243,26,2,0,0,2,3,520,PITCHER,2000,0
blassst01,Steve,Blass,R,R,11,94,546,83,7,3,1,0,3,42,37,0,14,0,6,251,137,16,1,NULL,NULL,1,NULL,295,PITCHER,1980,0
munsoth01,Thurman,Munson,R,R,438,1558,5344,1184,229,32,113,42,58,696,701,48,129,46,30,742,6342,130,6,1,3,2,1,1423,CATCHER,1981,0
forscke01,Ken,Forsch,R,R,16,52,383,46,6,0,0,0,0,16,17,1,2,2,2,305,134,26,2,NULL,NULL,NULL,NULL,521,PITCHER,1992,0
brookhu01,Hubie,Brooks,R,R,387,1608,5974,1138,290,31,149,38,65,656,824,64,NULL,NULL,NULL,2031,1935,196,2,0,0,NULL,NULL,1645,RF,2000,0
burksel01,Ellis,Burks,R,R,793,2107,7232,1290,402,63,352,60,62,1253,1206,181,93,26,25,81,3435,60,1,0,1,1,NULL,2000,CF,2010,0
krukjo01,John,Kruk,L,L,649,1170,3897,837,199,34,100,2,43,582,592,58,47,14,12,401,6022,42,2,NULL,NULL,NULL,1,1200,1B,2001,0
whitefr01,Frank,White,R,R,412,2006,7859,1381,407,58,160,30,65,912,886,178,150,32,42,6629,4944,206,5,0,8,1,1,2324,2B,1996,0
jacksmi02,Michael,Jackson,R,R,1,5,28,3,2,0,0,0,0,3,1,0,3,1,31,166,57,9,NULL,NULL,NULL,NULL,1,1005,PITCHER,2010,0
briggjo02,John,Briggs,L,L,663,1041,4117,689,170,43,139,5,30,601,507,64,NULL,NULL,NULL,184,3389,73,NULL,NULL,NULL,NULL,NULL,1366,LF,1981,0
quiseda01,Dan,Quisenberry,R,R,1,1,6,1,0,0,0,0,0,0,1,0,0,0,18,264,97,13,2,0,0,1,1,674,PITCHER,1996,0
mcgratu01,Tug,McGraw,R,L,10,39,214,31,7,0,1,1,1,14,18,0,5,1,26,219,75,23,1,0,0,2,2,826,PITCHER,1990,0
hentgpa01,Pat,Hentgen,R,R,4,9,84,9,0,0,0,0,0,4,0,0,4,1,3,237,131,14,2,0,0,2,NULL,344,PITCHER,2010,0
kraneed01,Ed,Kranepool,L,L,454,1418,5436,1050,225,25,118,14,58,536,614,15,21,5,9,789,10840,81,0,NULL,NULL,1,1,1853,1B,1985,0
lemonch01,Chet,Lemon,R,R,749,1875,6868,1203,396,61,215,151,54,973,884,58,48,10,13,122,4998,82,3,NULL,NULL,1,NULL,1988,CF,1996,0
blylebe01,Bert,Blyleven,R,R,5,59,451,52,7,0,0,2,0,19,25,0,7,1,8,662,287,30,2,NULL,NULL,2,NULL,699,PITCHER,1998,1
guidrro01,Ron,Guidry,L,L,0,0,0,0,0,0,0,0,0,4,0,0,7,0,11,307,107,8,2,0,5,2,2,380,PITCHER,1994,0
langsma01,Mark,Langston,R,L,2,14,92,11,3,0,0,0,1,5,5,0,0,0,4,493,127,39,3,0,7,NULL,1,459,PITCHER,2005,0
benchjo01,Johnny,Bench,R,R,891,2048,7658,1254,381,24,389,19,90,1091,1376,68,169,45,45,1191,10469,151,12,2,10,2,2,2158,CATCHER,1989,1
ramirma02,Manny,Ramirez,R,R,1329,2574,8244,1452,547,20,555,109,90,1544,1831,38,410,117,111,129,3206,75,9,0,0,2,2,2302,LF,2017,0
schaapa01,Paul,Schaal,R,R,516,869,3555,654,132,26,57,22,30,436,323,43,NULL,NULL,NULL,2112,775,173,NULL,NULL,NULL,NULL,NULL,1128,3B,1980,0
grissma02,Marquis,Grissom,R,R,553,2251,8275,1582,386,56,227,31,62,1187,967,429,218,69,52,98,4880,61,2,0,4,1,2,2165,CF,2011,0
millwke01,Kevin,Millwood,R,R,21,57,472,38,15,0,4,0,0,22,27,0,11,1,9,284,145,13,1,NULL,NULL,NULL,1,451,PITCHER,2018,0
spencji01,Jim,Spencer,L,L,407,1227,4908,875,179,27,146,17,42,541,599,11,20,3,8,798,9920,55,1,0,2,1,1,1553,1B,1988,0
stiebda01,Dave,Stieb,R,R,0,0,2,0,0,0,0,0,0,2,0,0,0,0,5,493,272,22,7,0,0,1,NULL,454,PITCHER,2004,0
coxbo01,Bobby,Cox,R,R,75,141,628,108,22,2,9,6,7,50,58,3,NULL,NULL,NULL,424,148,28,NULL,NULL,NULL,NULL,NULL,220,3B,2014,1
guilloz01,Ozzie,Guillen,L,R,239,1764,6686,1392,275,69,28,7,60,773,619,169,44,12,18,5375,2935,222,2,0,1,NULL,1,1993,SS,2006,0
dyeje01,Jermaine,Dye,R,R,597,1779,6487,1066,363,25,325,63,65,984,1072,46,163,44,44,97,3273,65,2,0,1,1,1,1763,RF,2015,0
bellge02,George,Bell,R,R,331,1702,6123,1095,308,34,265,49,83,814,1002,67,48,13,12,84,2294,88,3,1,0,NULL,NULL,1587,LF,1999,0
loftoke01,Kenny,Lofton,L,L,945,2428,8120,1799,383,116,130,32,65,1528,781,622,392,97,95,142,4856,79,5,0,4,NULL,2,2103,CF,2013,0
dempsri01,Rick,Dempsey,R,R,592,1093,4692,762,223,12,96,18,42,525,471,20,66,20,25,771,7402,100,NULL,0,0,2,2,1766,CATCHER,1998,0
splitpa01,Paul,Splittorff,L,L,7,22,121,20,1,1,0,1,0,12,4,0,0,0,7,450,125,15,NULL,NULL,NULL,NULL,1,430,PITCHER,1990,0
guerrvl01,Vladimir,Guerrero,R,R,737,2590,8155,1618,477,46,449,103,64,1328,1496,181,171,45,44,126,3169,125,9,1,0,NULL,1,2147,RF,2017,1
reichri01,Rick,Reichardt,R,R,263,864,3307,615,109,24,116,66,24,391,445,40,NULL,NULL,NULL,55,1621,30,NULL,NULL,NULL,NULL,NULL,997,LF,1980,0
tolanbo01,Bobby,Tolan,L,L,258,1121,4238,828,173,34,86,65,39,572,497,193,83,21,27,101,2915,58,NULL,0,0,1,3,1282,CF,1985,0
jorgemi01,Mike,Jorgensen,L,L,532,833,3421,593,132,13,95,25,25,429,426,58,5,0,4,546,6983,54,NULL,0,1,NULL,1,1633,1B,1991,0
montgje01,Jeff,Montgomery,R,R,0,0,2,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,103,86,6,2,0,0,NULL,NULL,700,PITCHER,2005,0
santoro01,Ron,Santo,R,R,1108,2254,8143,1480,365,67,342,38,94,1138,1331,35,NULL,NULL,NULL,4717,2100,327,8,0,5,NULL,NULL,2243,3B,1980,1
whitalo01,Lou,Whitaker,L,R,1197,2369,8570,1640,420,65,244,20,91,1386,1084,143,49,10,13,6653,4771,189,4,0,3,1,NULL,2390,2B,2001,0
russebi01,Bill,Russell,R,R,483,1926,7318,1530,293,57,46,36,51,796,627,167,194,57,49,5713,3104,355,3,0,0,1,3,2181,SS,1992,0
daviser01,Eric,Davis,R,R,740,1430,5321,883,239,26,282,33,50,938,934,349,73,14,25,60,3104,50,2,0,3,1,NULL,1626,CF,2007,0
radkebr01,Brad,Radke,R,R,0,3,29,3,0,0,0,0,0,0,0,0,0,0,6,314,213,7,1,NULL,NULL,NULL,NULL,378,PITCHER,2012,0
summech01,Champ,Summers,L,R,188,350,1371,229,63,4,54,19,12,199,218,15,3,0,3,23,508,15,NULL,NULL,NULL,1,1,698,RF,1990,0
stewaji01,Jimmy,Stewart,B,R,139,336,1420,269,45,14,8,8,13,164,112,38,4,0,3,541,628,34,NULL,NULL,NULL,NULL,1,777,LF,1979,0
jonesch06,Chipper,Jones,B,R,1512,2726,8984,1671,549,38,468,18,97,1619,1623,150,338,97,93,3581,1771,243,7,1,0,1,2,2499,3B,2018,1
grudzma01,Mark,Grudzielanek,R,R,364,2040,7052,1523,391,36,90,105,42,946,640,133,85,16,21,4975,2945,185,1,0,1,NULL,NULL,1802,2B,2016,0
barbest01,Steve,Barber,L,L,38,65,563,53,5,2,5,2,1,24,27,0,NULL,NULL,NULL,372,106,38,0,NULL,NULL,1,NULL,466,PITCHER,1980,0
henketo01,Tom,Henke,R,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,67,43,2,2,0,0,1,NULL,642,PITCHER,2001,0
alexado01,Doyle,Alexander,R,R,9,44,265,36,8,0,0,1,2,19,17,0,0,0,6,521,264,32,0,NULL,NULL,NULL,1,562,PITCHER,1995,0
martiti02,Tino,Martinez,L,R,780,1925,7111,1200,365,21,339,59,80,1009,1271,27,356,83,99,1159,15001,80,2,0,0,4,1,2023,1B,2011,0
tartada01,Danny,Tartabull,R,R,768,1366,5011,793,289,22,262,17,44,756,925,37,NULL,NULL,NULL,214,1659,63,1,NULL,NULL,NULL,NULL,1406,RF,2003,0
torremi01,Mike,Torrez,R,R,10,64,412,55,8,1,0,2,0,24,15,1,6,0,4,472,223,41,NULL,NULL,NULL,2,1,499,PITCHER,1990,0
lankfra01,Ray,Lankford,L,L,828,1561,5747,913,356,54,238,36,53,968,874,258,37,7,14,72,3530,63,1,NULL,NULL,NULL,1,1701,CF,2010,0
leiteal01,Al,Leiter,L,L,35,45,530,37,7,1,0,0,0,15,16,0,17,1,21,286,57,14,2,0,0,3,1,419,PITCHER,2011,0
ripkeca01,Cal,Ripken,R,R,1129,3184,11551,2106,603,44,431,66,127,1647,1695,36,110,37,28,8214,4112,294,18,2,2,1,NULL,3001,SS,2007,1
cannich01,Chris,Cannizzaro,R,R,241,458,1950,362,66,12,18,7,14,132,169,3,NULL,NULL,NULL,333,3162,62,0,NULL,NULL,NULL,NULL,740,CATCHER,1980,0
thomago01,Gorman,Thomas,R,R,697,1051,4677,558,212,13,268,18,53,681,782,50,59,6,17,56,2954,51,1,0,0,NULL,1,1436,CF,1992,0
rijojo01,Jose,Rijo,R,R,8,85,445,70,13,0,2,0,0,25,29,2,8,1,4,248,144,14,0,0,0,1,NULL,377,PITCHER,2001,0
lylesp01,Sparky,Lyle,L,L,5,15,78,13,2,0,0,0,0,8,4,1,2,0,13,198,54,21,2,0,0,3,2,899,PITCHER,1988,0
edmonji01,Jim,Edmonds,L,L,998,1949,6858,1094,437,25,393,49,65,1251,1199,67,230,63,64,160,4930,58,4,0,8,1,1,2011,CF,2016,0
bellja01,Jay,Bell,R,R,853,1963,7398,1307,394,67,195,57,58,1123,860,91,107,28,30,5609,3202,220,2,0,1,1,NULL,2063,SS,2009,0
watsobo01,Bob,Watson,R,R,653,1826,6185,1294,307,41,184,48,65,802,989,27,62,23,17,679,9848,110,2,NULL,NULL,NULL,1,1832,1B,1990,0
belanma01,Mark,Belanger,R,R,576,1316,5784,1088,175,33,20,42,45,676,389,167,126,23,43,5831,3040,211,1,0,8,2,3,2016,SS,1988,0
beckro01,Rod,Beck,R,R,0,4,19,4,0,0,0,0,0,0,1,0,0,0,6,96,39,4,2,0,0,NULL,NULL,704,PITCHER,2008,0
mondari01,Rick,Monday,L,L,924,1619,6136,1066,248,64,241,24,32,950,775,98,81,17,30,118,3978,81,2,NULL,NULL,1,2,1986,CF,1990,0
righeda01,Dave,Righetti,L,L,0,2,11,2,0,0,0,0,0,0,1,0,1,0,4,150,35,12,2,0,0,NULL,1,718,PITCHER,2001,0
maxvida01,Dal,Maxvill,R,R,370,748,3443,639,79,24,6,8,23,302,252,7,70,8,29,3684,1974,153,NULL,0,1,5,1,1423,SS,1981,0
fingero01,Rollie,Fingers,R,R,3,31,180,26,3,0,2,0,0,10,9,0,7,1,30,253,108,14,5,1,0,3,1,945,PITCHER,1991,1
erstada01,Darin,Erstad,L,L,475,1697,6024,1224,316,33,124,37,43,913,699,179,118,40,29,370,6963,33,2,0,3,1,NULL,1654,1B,2015,0
hoffmtr01,Trevor,Hoffman,R,R,0,4,34,2,2,0,0,0,0,1,5,0,0,0,12,83,66,4,7,0,0,NULL,1,1035,PITCHER,2016,1
fernasi01,Sid,Fernandez,L,L,16,98,539,80,15,2,1,2,5,28,34,1,2,0,5,160,25,6,2,NULL,NULL,1,NULL,308,PITCHER,2003,0
chambch01,Chris,Chambliss,L,R,632,2109,7571,1490,392,42,185,27,56,912,972,40,114,32,30,1351,17771,130,1,0,1,2,1,2175,1B,1994,0
kingmda01,Dave,Kingman,R,R,608,1575,6677,868,240,25,442,53,75,901,1210,85,9,1,4,693,5835,174,2,0,0,1,NULL,1941,1B,1992,0
muellbi02,Bill,Mueller,B,R,543,1229,4223,857,265,22,85,35,48,663,493,20,145,34,36,2086,817,126,NULL,0,0,1,1,1216,3B,2012,0
ordonma01,Magglio,Ordonez,R,R,651,2156,6978,1415,426,21,294,45,65,1076,1236,94,75,17,21,108,3208,44,6,0,0,NULL,1,1848,RF,2017,0
hamptmi01,Mike,Hampton,R,L,47,178,725,135,22,5,16,5,5,97,79,3,20,5,11,476,144,27,2,0,1,NULL,1,448,PITCHER,2016,0
bicheda01,Dante,Bichette,R,R,355,1906,6381,1204,401,27,274,41,73,934,1141,152,17,10,4,128,2829,80,4,0,0,NULL,NULL,1704,RF,2007,0
coopece01,Cecil,Cooper,L,L,448,2192,7349,1489,415,47,241,17,79,1012,1125,89,95,20,25,1000,13361,121,5,0,2,NULL,2,1896,1B,1993,0
younger01,Eric,Young,R,R,660,1731,6119,1279,327,46,79,89,44,996,543,465,22,9,7,3617,3025,160,1,0,0,NULL,NULL,1730,2B,2012,0
martide01,Dennis,Martinez,R,R,15,74,520,62,12,0,0,2,2,25,33,1,3,0,12,763,319,42,4,NULL,NULL,1,2,695,PITCHER,2004,0
mayca01,Carlos,May,L,R,512,1127,4120,842,172,23,90,45,39,545,536,85,19,2,7,193,2920,45,1,NULL,NULL,1,1,1165,LF,1983,0
hershor01,Orel,Hershiser,R,R,27,163,810,132,29,2,0,5,6,65,50,8,24,5,22,569,332,51,2,0,1,1,2,521,PITCHER,2006,0
aurilri01,Rich,Aurilia,R,R,450,1576,5721,1067,301,22,186,24,47,745,756,23,98,22,25,3516,3079,159,1,0,0,NULL,1,1652,SS,2015,0
puckeki01,Kirby,Puckett,R,R,450,2304,7244,1626,414,57,207,56,58,1071,1085,134,97,30,24,143,4392,51,10,0,6,2,NULL,1783,CF,2001,1
frymatr01,Travis,Fryman,R,R,602,1776,6481,1168,345,40,223,41,78,895,1022,72,68,13,20,3582,1393,179,5,0,1,NULL,NULL,1698,3B,2008,0
leonade01,Dennis,Leonard,R,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,292,135,24,NULL,0,0,1,1,313,PITCHER,1992,0
ellisdo01,Dock,Ellis,B,R,27,65,489,61,4,0,0,0,0,42,23,4,7,0,8,287,173,23,1,NULL,NULL,3,1,388,PITCHER,1985,0
fergujo01,Joe,Ferguson,R,R,562,719,3001,465,121,11,122,9,35,407,445,22,35,7,13,384,4253,68,NULL,NULL,NULL,1,2,1013,CATCHER,1989,0
griffke01,Ken,Griffey,L,L,719,2143,7229,1550,364,77,152,14,55,1129,859,200,75,18,20,199,4578,89,2,0,0,3,NULL,2097,RF,1997,0
guerrpe01,Pedro,Guerrero,R,R,609,1618,5392,1107,267,29,215,32,73,730,898,97,89,20,26,1093,6007,165,4,0,0,2,1,1536,1B,1998,0
tidrodi01,Dick,Tidrow,R,R,3,9,95,9,0,0,0,0,0,6,7,0,1,0,13,212,97,12,NULL,NULL,NULL,2,1,620,PITCHER,1990,0
lonboji01,Jim,Lonborg,R,R,51,105,770,83,17,2,3,1,2,41,43,1,11,0,5,268,189,22,0,0,0,NULL,1,426,PITCHER,1985,0
akerja01,Jack,Aker,R,R,1,7,92,5,2,0,0,1,0,3,4,0,NULL,NULL,NULL,167,65,8,NULL,0,0,NULL,NULL,496,PITCHER,1980,0
harrato01,Toby,Harrah,R,R,1153,1954,7402,1412,307,40,195,63,72,1115,918,238,NULL,NULL,NULL,4965,2530,279,1,0,0,NULL,NULL,2155,3B,1992,0
maddugr01,Greg,Maddux,R,R,34,272,1591,230,35,2,5,5,2,103,84,11,55,4,37,1194,546,53,4,0,18,1,2,759,PITCHER,2014,1
varitja01,Jason,Varitek,B,R,614,1307,5099,794,306,14,193,61,43,664,757,25,228,54,63,541,10166,69,2,0,1,2,NULL,1546,CATCHER,2017,0
deshaji01,Jim,Deshaies,L,L,23,33,373,33,0,0,0,0,0,13,12,0,NULL,NULL,NULL,205,45,14,NULL,NULL,NULL,NULL,NULL,258,PITCHER,2001,0
edwarjo01,Johnny,Edwards,L,R,465,1106,4577,791,202,32,81,16,43,430,524,15,12,4,4,703,8925,82,2,0,2,NULL,2,1470,CATCHER,1980,0
valenel01,Ellis,Valentine,R,R,180,881,3166,574,169,15,123,7,34,380,474,59,NULL,NULL,NULL,85,1570,47,1,0,1,NULL,NULL,894,RF,1991,0
colboji01,Jim,Colborn,R,R,2,4,55,3,0,1,0,0,0,0,1,0,NULL,NULL,NULL,274,114,17,0,NULL,NULL,NULL,NULL,302,PITCHER,1984,0
zambrca01,Carlos,Zambrano,B,R,10,165,693,112,26,3,24,0,4,75,71,1,10,1,5,290,168,25,2,0,0,NULL,NULL,384,PITCHER,2018,0
breweji01,Jim,Brewer,L,L,10,21,140,19,2,0,0,1,0,2,9,1,0,0,3,150,30,10,1,NULL,NULL,1,2,586,PITCHER,1982,0
thomafr04,Frank,Thomas,R,R,1667,2468,8199,1440,495,12,521,87,121,1494,1704,32,49,11,16,497,7910,80,3,2,0,1,NULL,2322,DH,2014,1
gladdfr01,Fred,Gladding,L,R,0,1,63,1,0,0,0,0,1,1,3,0,NULL,NULL,NULL,87,33,9,NULL,NULL,NULL,NULL,NULL,450,PITCHER,1979,0
bailobo01,Bob,Bailor,R,R,187,775,2937,636,107,23,9,20,20,339,222,90,1,0,2,1197,1493,72,NULL,NULL,NULL,NULL,NULL,955,RF,1991,0
galaran01,Andres,Galarraga,R,R,583,2333,8096,1458,444,32,399,178,58,1195,1425,128,66,12,18,1376,18244,176,5,0,2,NULL,NULL,2257,1B,2010,0
rueteki01,Kirk,Rueter,L,L,27,95,622,86,9,0,0,0,5,44,40,1,12,3,8,439,135,7,NULL,NULL,NULL,NULL,1,349,PITCHER,2011,0
rayjo01,Johnny,Ray,B,R,353,1502,5188,1119,294,36,53,12,56,604,594,80,NULL,NULL,NULL,3836,2757,123,1,0,0,NULL,NULL,1353,2B,1996,0
messean01,Andy,Messersmith,R,R,46,124,729,89,30,0,5,1,4,49,54,1,7,2,3,318,136,41,1,0,2,1,1,353,PITCHER,1985,0
thornan01,Andre,Thornton,R,R,876,1342,5291,823,244,22,253,41,71,792,895,48,NULL,NULL,NULL,502,6239,52,2,0,0,NULL,NULL,1565,DH,1993,0
hunteca01,Catfish,Hunter,R,R,8,149,658,124,16,3,6,0,5,60,51,2,21,2,22,319,225,23,6,0,0,5,1,515,PITCHER,1985,1
walketo04,Todd,Walker,L,R,421,1316,4554,895,284,30,107,16,46,647,545,66,52,15,15,2753,2239,96,NULL,NULL,NULL,NULL,NULL,1288,2B,2013,0
gosgeji01,Jim,Gosger,L,L,217,411,1815,298,67,16,30,6,11,197,177,25,NULL,NULL,NULL,36,1162,18,NULL,NULL,NULL,1,1,706,CF,1980,0
singebi01,Bill,Singer,R,R,14,45,413,34,11,0,0,5,0,20,13,0,NULL,NULL,NULL,310,95,34,2,NULL,NULL,1,1,324,PITCHER,1983,0
sierrru01,Ruben,Sierra,B,R,610,2152,8044,1359,428,59,306,7,120,1084,1322,142,91,24,31,108,2951,94,4,0,0,1,1,2186,RF,2012,0
evansdw01,Dwight,Evans,R,R,1391,2446,8996,1505,483,73,385,53,77,1470,1384,78,113,27,32,228,5450,78,3,0,8,NULL,2,2606,RF,1997,0
hraboal01,Al,Hrabosky,R,L,4,8,56,7,0,1,0,1,0,4,6,0,0,0,3,58,20,8,NULL,0,0,NULL,NULL,546,PITCHER,1988,0
fregoji01,Jim,Fregosi,R,R,715,1726,6523,1233,264,78,151,32,53,844,706,76,NULL,NULL,NULL,4555,3805,291,6,0,1,NULL,1,1902,SS,1984,0
huntro01,Ron,Hunt,R,R,555,1429,5235,1144,223,23,39,243,22,745,370,65,NULL,NULL,NULL,3807,2822,185,2,0,0,NULL,NULL,1483,2B,1980,0
karroer01,Eric,Karros,R,R,552,1724,6441,1105,324,11,284,31,76,797,1027,59,50,15,15,1359,14056,111,NULL,0,0,NULL,NULL,1755,1B,2010,0
allenbe01,Bernie,Allen,L,R,370,815,3404,581,140,21,73,8,17,357,352,13,NULL,NULL,NULL,2347,2031,100,NULL,NULL,NULL,NULL,1,1141,2B,1979,0
womacto01,Tony,Womack,L,R,308,1353,4963,1068,190,59,36,28,33,739,368,363,156,33,40,2780,2044,134,1,NULL,NULL,1,1,1303,2B,2012,0
unserde01,Del,Unser,L,L,481,1344,5215,1036,179,42,87,9,43,617,481,64,11,5,8,157,3643,55,NULL,NULL,NULL,1,NULL,1799,CF,1988,0
bagweje01,Jeff,Bagwell,R,R,1401,2314,7797,1345,488,32,449,128,102,1517,1529,202,106,24,33,1705,17546,129,4,1,1,NULL,1,2150,1B,2011,1
