,walks,hits,hr,runs,rbi,sb,post_ab,post_h,post_games,assists,po,errors,as_games,mvp,gg,ws_wins,ws_losses,gp,firstyear,OBP,SLG,AVG,L,R,R,2B,3B,CATCHER,CF,DH,LF,RF,SS,prob,inducted,playerID,nameFirst,nameLast
149,457,1936,434,1061,1404,26,62.0,18.0,15.0,91,2595,46,3.0,2.0,0.0,0.0,0.0,1689,2011,0.34321263805396335,0.5607077486272117,0.2953020134228188,0,1,1,0,0,0,0,0,0,1,0,0.32,0.0,gonzaju03,Juan,Gonzalez
151,970,1674,299,986,1016,48,59.0,17.0,16.0,99,2695,64,0.0,0.0,0.0,1.0,0.0,1672,2012,0.3851399346498082,0.49848331648129424,0.282103134479272,0,1,1,0,0,0,0,0,0,1,0,0.0,,salmoti01,Tim,Salmon
152,418,1453,162,638,745,23,89.0,25.0,25.0,651,7849,100,3.0,0.0,0.0,1.0,2.0,1546,2005,0.32630505016153716,0.4198174706649283,0.27062767740733845,0,1,1,0,0,1,0,0,0,0,0,0.0,,steinte01,Terry,Steinbach
155,371,1243,117,641,500,44,34.0,8.0,11.0,327,3688,46,0.0,0.0,4.0,1.0,0.0,1517,1984,0.2984360625574977,0.3765432098765432,0.2475109518120271,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,stanlmi01,Mickey,Stanley
156,297,984,43,448,372,6,61.0,11.0,19.0,2823,2115,75,0.0,0.0,0.0,1.0,1.0,1140,1991,0.31025395304264497,0.34264821102115434,0.25698615826586574,0,1,1,1,0,0,0,0,0,0,0,0.0,,dauerri01,Rich,Dauer
158,692,1229,228,760,760,231,26.0,1.0,11.0,2147,1276,217,2.0,0.0,0.0,2.0,0.0,1531,2001,0.33964248159831756,0.4461538461538462,0.24878542510121457,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,johnsho01,Howard,Johnson
160,1224,1665,291,1105,964,225,26.0,5.0,9.0,167,3937,84,3.0,0.0,0.0,1.0,1.0,1920,1983,0.3655051391326147,0.4360438899744476,0.25026303923042237,0,1,1,0,0,0,1,0,0,0,0,0.0,,wynnji01,Jim,Wynn
161,753,1609,146,972,567,408,0.0,0.0,1.0,787,2823,100,1.0,0.0,0.0,0.0,0.0,1810,1982,0.3381772009029345,0.37884830116446006,0.2566597543467858,0,1,1,0,0,0,0,0,1,0,0,0.0,,harpeto01,Tommy,Harper
164,855,2472,248,1074,1389,21,59.0,11.0,17.0,1092,10544,169,5.0,0.0,0.0,0.0,2.0,2456,1994,0.347942939838743,0.4369815668202765,0.2847926267281106,0,0,1,0,0,1,0,0,0,0,0,0.07,,simmote01,Ted,Simmons
165,1330,2605,170,1571,980,808,126.0,34.0,34.0,273,4284,61,7.0,0.0,0.0,2.0,0.0,2502,2008,0.38536821705426355,0.4250450856627592,0.2936203787195672,0,0,1,0,0,0,0,0,1,0,0,0.52,1.0,raineti01,Tim,Raines
166,163,336,14,150,159,5,7.0,0.0,7.0,570,697,40,0.0,0.0,0.0,2.0,1.0,702,1980,0.3157564344005022,0.3132530120481928,0.23812898653437278,0,1,1,1,0,0,0,0,0,0,0,0.0,,gagliph01,Phil,Gagliano
169,289,1149,31,496,438,50,8.0,3.0,10.0,83,1481,35,1.0,0.0,0.0,0.0,4.0,1536,1988,0.3547918683446273,0.3892564170415454,0.30404869012966396,0,1,1,0,0,0,0,0,1,0,0,0.0,,motama01,Manny,Mota
170,440,1578,161,873,703,396,1.0,0.0,4.0,3288,3572,188,2.0,0.0,0.0,0.0,1.0,1720,2004,0.31520265180051227,0.4196678177931261,0.25949679329057723,0,1,1,1,0,0,0,0,0,0,0,0.0,,samueju01,Juan,Samuel
172,271,813,82,311,381,12,0.0,0.0,0.0,493,5765,61,1.0,0.0,1.0,0.0,0.0,1061,1983,0.2922994937383427,0.3495061011040093,0.23619988378849507,0,1,1,0,0,1,0,0,0,0,0,0.0,,hundlra01,Randy,Hundley
173,376,1414,35,701,392,123,176.0,49.0,44.0,3390,1905,98,2.0,0.0,0.0,2.0,0.0,1311,2016,0.3452402214681193,0.35528664947431066,0.2804999008133307,0,1,1,0,0,0,0,0,0,0,1,0.01,0.0,eckstda01,David,Eckstein
174,847,1759,112,770,720,42,50.0,14.0,17.0,6259,3314,288,2.0,0.0,0.0,0.0,1.0,2260,1995,0.32677555060628555,0.3489379541643376,0.24580771380659586,0,1,1,0,0,0,0,0,0,0,1,0.02,,speiech01,Chris,Speier
175,623,1488,98,909,533,370,205.0,57.0,63.0,101,2388,92,1.0,0.0,0.0,3.0,3.0,1613,2000,0.37143820603608163,0.41992263056092843,0.28781431334622826,0,1,1,0,0,0,0,0,1,0,0,0.0,,smithlo01,Lonnie,Smith
179,438,1558,113,696,701,48,129.0,46.0,30.0,742,6342,130,6.0,1.0,3.0,2.0,1.0,1423,1981,0.34648078884733086,0.4098053892215569,0.29154191616766467,0,1,1,0,0,1,0,0,0,0,0,0.0,,munsoth01,Thurman,Munson
181,387,1608,149,656,824,64,0.0,0.0,0.0,2031,1935,196,2.0,0.0,0.0,0.0,0.0,1645,2000,0.3145111386138614,0.4029126213592233,0.26916638767994644,0,1,1,0,0,0,0,0,0,1,0,0.0,,brookhu01,Hubie,Brooks
182,793,2107,352,1253,1206,181,93.0,26.0,25.0,81,3435,60,1.0,0.0,1.0,1.0,0.0,2000,2010,0.36332392291641097,0.510370575221239,0.2913440265486726,0,1,1,0,0,0,1,0,0,0,0,0.03,0.0,burksel01,Ellis,Burks
183,649,1170,100,582,592,58,47.0,14.0,12.0,401,6022,42,2.0,0.0,0.0,0.0,1.0,1200,2001,0.39664561097800044,0.4457274826789838,0.3002309468822171,1,0,0,0,0,0,0,0,0,0,0,0.0,,krukjo01,John,Kruk
184,412,2006,160,912,886,178,150.0,32.0,42.0,6629,4944,206,5.0,0.0,8.0,1.0,1.0,2324,1996,0.29261295720774566,0.38287313907621834,0.25524875938414554,0,1,1,1,0,0,0,0,0,0,0,0.03,,whitefr01,Frank,White
186,663,1041,139,601,507,64,0.0,0.0,0.0,184,3389,73,0.0,0.0,0.0,0.0,0.0,1366,1981,0.354932502596054,0.416322564974496,0.2528540199174156,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,briggjo02,John,Briggs
190,454,1418,118,536,614,15,21.0,5.0,9.0,789,10840,81,0.0,0.0,0.0,1.0,1.0,1853,1985,0.3163367997316337,0.3765636497424577,0.2608535688005887,1,0,0,0,0,0,0,0,0,0,0,0.01,0.0,kraneed01,Ed,Kranepool
191,749,1875,215,973,884,58,48.0,10.0,13.0,122,4998,82,3.0,0.0,0.0,1.0,0.0,1988,1996,0.354768601380721,0.4423412929528247,0.27300524170064067,0,1,1,0,0,0,1,0,0,0,0,0.0,,lemonch01,Chet,Lemon
195,891,2048,389,1091,1376,68,169.0,45.0,45.0,1191,10469,151,12.0,2.0,10.0,2.0,2.0,2158,1989,0.34164934164934163,0.47584225646382866,0.2674327500652912,0,1,1,0,0,1,0,0,0,0,0,0.75,,benchjo01,Johnny,Bench
196,1329,2574,555,1544,1831,38,410.0,117.0,111.0,129,3206,75,9.0,0.0,0.0,2.0,2.0,2302,2017,0.4105607859189521,0.5853954391072295,0.31222707423580787,0,1,1,0,0,0,0,0,1,0,0,0.2,,ramirma02,Manny,Ramirez
197,516,869,57,436,323,43,0.0,0.0,0.0,2112,775,173,0.0,0.0,0.0,0.0,0.0,1128,1980,0.34125636672325976,0.34430379746835443,0.24444444444444444,0,1,1,0,1,0,0,0,0,0,0,0.0,,schaapa01,Paul,Schaal
198,553,2251,227,1187,967,429,218.0,69.0,52.0,98,4880,61,2.0,0.0,4.0,1.0,2.0,2165,2011,0.3177894854836902,0.41450151057401813,0.27202416918429,0,1,1,0,0,0,1,0,0,0,0,0.01,,grissma02,Marquis,Grissom
200,407,1227,146,541,599,11,20.0,3.0,8.0,798,9920,55,1.0,0.0,2.0,1.0,1.0,1553,1988,0.30721994789728324,0.38671556642216787,0.25,1,0,0,0,0,0,0,0,0,0,0,0.0,,spencji01,Jim,Spencer
202,239,1764,28,773,619,169,44.0,12.0,18.0,5375,2935,222,2.0,0.0,1.0,0.0,1.0,1993,2006,0.28747139588100684,0.3381693090038887,0.26383487885133117,1,0,1,0,0,0,0,0,0,0,1,0.0,,guilloz01,Ozzie,Guillen
203,597,1779,325,984,1072,46,163.0,44.0,44.0,97,3273,65,2.0,0.0,1.0,1.0,1.0,1763,2015,0.3381863560732113,0.48820718359796517,0.2742407892708494,0,1,1,0,0,0,0,0,0,1,0,0.0,,dyeje01,Jermaine,Dye
204,331,1702,265,814,1002,67,48.0,13.0,12.0,84,2294,88,3.0,1.0,0.0,0.0,0.0,1587,1999,0.31612511387792286,0.4692144373673036,0.2779683161848767,0,1,1,0,0,0,0,0,1,0,0,0.01,,bellge02,George,Bell
205,945,2428,130,1528,781,622,392.0,97.0,95.0,142,4856,79,5.0,0.0,4.0,0.0,2.0,2103,2013,0.3716437459070072,0.4227832512315271,0.29901477832512313,1,0,0,0,0,0,1,0,0,0,0,0.09,,loftoke01,Kenny,Lofton
206,592,1093,96,525,471,20,66.0,20.0,25.0,771,7402,100,0.0,0.0,0.0,2.0,2.0,1766,1998,0.3186751497005988,0.34697357203751067,0.23294970161977835,0,1,1,0,0,1,0,0,0,0,0,0.0,,dempsri01,Rick,Dempsey
208,737,2590,449,1328,1496,181,171.0,45.0,44.0,126,3169,125,9.0,1.0,0.0,0.0,1.0,2147,2017,0.37862898774699194,0.5525444512568977,0.31759656652360513,0,1,1,0,0,0,0,0,0,1,0,0.44,1.0,guerrvl01,Vladimir,Guerrero
209,263,864,116,391,445,40,0.0,0.0,0.0,55,1621,30,0.0,0.0,0.0,0.0,0.0,997,1980,0.3259562841530055,0.4139703658905352,0.26126398548533414,0,1,1,0,0,0,0,0,1,0,0,0.0,,reichri01,Rick,Reichardt
210,258,1121,86,572,497,193,83.0,21.0,27.0,101,2915,58,0.0,0.0,0.0,1.0,3.0,1282,1985,0.3139130434782609,0.38225578102878716,0.2645115620575743,1,0,0,0,0,0,1,0,0,0,0,0.0,,tolanbo01,Bobby,Tolan
211,532,833,95,429,426,58,5.0,0.0,4.0,546,6983,54,0.0,0.0,1.0,0.0,1.0,1633,1991,0.34723957032225833,0.3729903536977492,0.24349605378544284,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,jorgemi01,Mike,Jorgensen
213,1108,2254,342,1138,1331,35,0.0,0.0,0.0,4717,2100,327,8.0,0.0,5.0,0.0,0.0,2243,1980,0.3623574549717574,0.46407957755127105,0.2768021613655901,0,1,1,0,1,0,0,0,0,0,0,0.14,1.0,santoro01,Ron,Santo
214,1197,2369,244,1386,1084,143,49.0,10.0,13.0,6653,4771,189,4.0,0.0,3.0,1.0,0.0,2390,2001,0.36302895322939865,0.4260210035005834,0.2764294049008168,1,0,1,1,0,0,0,0,0,0,0,0.11,,whitalo01,Lou,Whitaker
215,483,1926,46,796,627,167,194.0,57.0,49.0,5713,3104,355,3.0,0.0,0.0,1.0,3.0,2181,1992,0.3099645030425964,0.3376605629953539,0.2631866630226838,0,1,1,0,0,0,0,0,0,0,1,0.0,,russebi01,Bill,Russell
216,740,1430,282,938,934,349,73.0,14.0,25.0,60,3104,50,2.0,0.0,3.0,1.0,0.0,1626,2007,0.3585611979166667,0.48242811501597443,0.26874647622627323,0,1,1,0,0,0,1,0,0,0,0,0.0,,daviser01,Eric,Davis
218,188,350,54,199,218,15,3.0,0.0,3.0,23,508,15,0.0,0.0,0.0,1.0,1.0,698,1990,0.350314465408805,0.42523705324580596,0.2552881108679796,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,summech01,Champ,Summers
219,139,336,8,164,112,38,4.0,0.0,3.0,541,628,34,0.0,0.0,0.0,0.0,1.0,777,1979,0.3056962025316456,0.3049295774647887,0.23661971830985915,0,0,1,0,0,0,0,0,1,0,0,0.0,,stewaji01,Jimmy,Stewart
220,1512,2726,468,1619,1623,150,338.0,97.0,93.0,3581,1771,243,7.0,1.0,0.0,1.0,2.0,2499,2018,0.40109320516445196,0.5292742653606411,0.30342831700801426,0,0,1,0,1,0,0,0,0,0,0,0.86,,jonesch06,Chipper,Jones
221,364,2040,90,946,640,133,85.0,16.0,21.0,4975,2945,185,1.0,0.0,1.0,0.0,0.0,1802,2016,0.33174666137776015,0.39322178105501987,0.2892796369824163,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,grudzma01,Mark,Grudzielanek
225,780,1925,339,1009,1271,27,356.0,83.0,99.0,1159,15001,80,2.0,0.0,0.0,4.0,1.0,2023,2011,0.34420921544209215,0.4709604837575587,0.2707073548024188,1,0,1,0,0,0,0,0,0,0,0,0.01,,martiti02,Tino,Martinez
226,768,1366,262,756,925,37,0.0,0.0,0.0,214,1659,63,1.0,0.0,0.0,0.0,0.0,1406,2003,0.36832191780821916,0.49590900019956097,0.27260027938535225,0,1,1,0,0,0,0,0,0,1,0,0.0,,tartada01,Danny,Tartabull
228,828,1561,238,968,874,258,37.0,7.0,14.0,72,3530,63,1.0,0.0,0.0,0.0,1.0,1701,2010,0.36389555822328934,0.4765964851226727,0.27161997563946405,1,0,0,0,0,0,1,0,0,0,0,0.0,,lankfra01,Ray,Lankford
230,1129,3184,431,1647,1695,36,110.0,37.0,28.0,8214,4112,294,18.0,2.0,2.0,1.0,0.0,3001,2007,0.34016934669463217,0.44740715089602634,0.2756471301186045,0,1,1,0,0,0,0,0,0,0,1,1.0,,ripkeca01,Cal,Ripken
231,241,458,18,132,169,3,0.0,0.0,0.0,333,3162,62,0.0,0.0,0.0,0.0,0.0,740,1980,0.3191681735985534,0.3087179487179487,0.23487179487179488,0,1,1,0,0,1,0,0,0,0,0,0.0,,cannich01,Chris,Cannizzaro
232,697,1051,268,681,782,50,59.0,6.0,17.0,56,2954,51,1.0,0.0,0.0,0.0,1.0,1436,1992,0.3243342516069789,0.44750908702159503,0.22471669873850758,0,1,1,0,0,0,1,0,0,0,0,0.0,,thomago01,Gorman,Thomas
235,998,1949,393,1251,1199,67,230.0,63.0,64.0,160,4930,58,4.0,0.0,8.0,1.0,1.0,2011,2016,0.37590966122961106,0.5271216097987752,0.284193642461359,1,0,0,0,0,0,1,0,0,0,0,0.02,,edmonji01,Jim,Edmonds
236,853,1963,195,1123,860,91,107.0,28.0,30.0,5609,3202,220,2.0,0.0,1.0,1.0,0.0,2063,2009,0.34341381783409036,0.4157880508245472,0.2653419843200865,0,1,1,0,0,0,0,0,0,0,1,0.0,,bellja01,Jay,Bell
237,653,1826,184,802,989,27,62.0,23.0,17.0,679,9848,110,2.0,0.0,0.0,0.0,1.0,1832,1990,0.3635448136958711,0.4473726758286176,0.2952303961196443,0,1,1,0,0,0,0,0,0,0,0,0.0,,watsobo01,Bob,Watson
238,576,1316,20,676,389,167,126.0,23.0,43.0,5831,3040,211,1.0,0.0,8.0,2.0,3.0,2016,1988,0.29998448890957036,0.2795643153526971,0.22752420470262794,0,1,1,0,0,0,0,0,0,0,1,0.0,,belanma01,Mark,Belanger
240,924,1619,241,950,775,98,81.0,17.0,30.0,118,3978,81,2.0,0.0,0.0,1.0,2.0,1986,1990,0.3607363687464868,0.4429595827900913,0.26385267275097785,1,0,0,0,0,0,1,0,0,0,0,0.0,,mondari01,Rick,Monday
242,370,748,6,302,252,7,70.0,8.0,29.0,3684,1974,153,0.0,0.0,1.0,5.0,1.0,1423,1981,0.29292403746097817,0.25936683125181526,0.21725239616613418,0,1,1,0,0,0,0,0,0,0,1,0.01,,maxvida01,Dal,Maxvill
244,475,1697,124,913,699,179,118.0,40.0,29.0,370,6963,33,2.0,0.0,3.0,1.0,0.0,1654,2015,0.335765313877489,0.4068725099601594,0.2817065073041169,1,0,0,0,0,0,0,0,0,0,0,0.01,0.0,erstada01,Darin,Erstad
247,632,2109,185,912,972,40,114.0,32.0,30.0,1351,17771,130,1.0,0.0,1.0,2.0,1.0,2175,1994,0.3340574462949554,0.4147404570070004,0.2785629375247656,1,0,1,0,0,0,0,0,0,0,0,0.0,,chambch01,Chris,Chambliss
248,608,1575,442,901,1210,85,9.0,1.0,4.0,693,5835,174,2.0,0.0,0.0,1.0,0.0,1941,1992,0.3016322676379334,0.47790924067695073,0.23588437921222105,0,1,1,0,0,0,0,0,0,0,0,0.12,0.0,kingmda01,Dave,Kingman
249,543,1229,85,663,493,20,145.0,34.0,36.0,2086,817,126,0.0,0.0,0.0,1.0,1.0,1216,2012,0.3726541554959786,0.42457968269003077,0.29102533743784037,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,muellbi02,Bill,Mueller
250,651,2156,294,1076,1236,94,75.0,17.0,21.0,108,3208,44,6.0,0.0,0.0,0.0,1.0,1848,2017,0.36852306499547743,0.5024362281456004,0.30897105187732876,0,1,1,0,0,0,0,0,0,1,0,0.05,0.0,ordonma01,Magglio,Ordonez
252,355,1906,274,934,1141,152,17.0,10.0,4.0,128,2829,80,4.0,0.0,0.0,0.0,0.0,1704,2007,0.3360583941605839,0.4988246356370475,0.29869926343833253,0,1,1,0,0,0,0,0,0,1,0,0.0,,bicheda01,Dante,Bichette
253,448,2192,241,1012,1125,89,95.0,20.0,25.0,1000,13361,121,5.0,0.0,2.0,0.0,2.0,1896,1993,0.3366273913594324,0.4659137297591509,0.29827187372431624,1,0,0,0,0,0,0,0,0,0,0,0.01,0.0,coopece01,Cecil,Cooper
254,660,1731,79,996,543,465,22.0,9.0,7.0,3617,3025,160,1.0,0.0,0.0,0.0,0.0,1730,2012,0.3587962962962963,0.3900964209838209,0.2828893610067004,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,younger01,Eric,Young
256,512,1127,90,545,536,85,19.0,2.0,7.0,193,2920,45,1.0,0.0,0.0,1.0,1.0,1165,1983,0.3570822731128075,0.3919902912621359,0.27354368932038836,1,0,1,0,0,0,0,0,1,0,0,0.0,0.0,mayca01,Carlos,May
258,450,1576,186,745,756,23,98.0,22.0,25.0,3516,3079,159,1.0,0.0,0.0,0.0,1.0,1652,2015,0.3284203780839475,0.43331585387170074,0.27547631532948785,0,1,1,0,0,0,0,0,0,0,1,0.0,,aurilri01,Rich,Aurilia
259,450,2304,207,1071,1085,134,97.0,30.0,24.0,143,4392,51,10.0,0.0,6.0,2.0,0.0,1783,2001,0.3598872950819672,0.47667034787410273,0.3180563224737714,0,1,1,0,0,0,1,0,0,0,0,0.75,,puckeki01,Kirby,Puckett
260,602,1776,223,895,1022,72,68.0,13.0,20.0,3582,1393,179,5.0,0.0,1.0,0.0,0.0,1698,2008,0.3358789225215218,0.4428328961580003,0.2740317852183305,0,1,1,0,1,0,0,0,0,0,0,0.0,,frymatr01,Travis,Fryman
263,562,719,122,407,445,22,35.0,7.0,13.0,384,4253,68,0.0,0.0,0.0,1.0,2.0,1013,1989,0.35763792625450513,0.4091969343552149,0.23958680439853383,0,1,1,0,0,1,0,0,0,0,0,0.0,,fergujo01,Joe,Ferguson
264,719,2143,152,1129,859,200,75.0,18.0,20.0,199,4578,89,2.0,0.0,0.0,3.0,0.0,2097,1997,0.3587376824248472,0.4311799695670217,0.29644487480979387,1,0,0,0,0,0,0,0,0,1,0,0.0,,griffke01,Ken,Griffey
265,609,1618,215,730,898,97,89.0,20.0,26.0,1093,6007,165,4.0,0.0,0.0,2.0,1.0,1536,1998,0.36996396986570584,0.47997032640949555,0.3000741839762611,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,guerrpe01,Pedro,Guerrero
269,1153,1954,195,1115,918,238,0.0,0.0,0.0,4965,2530,279,1.0,0.0,0.0,0.0,0.0,2155,1992,0.36478711162255467,0.3952985679546069,0.26398270737638474,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,harrato01,Toby,Harrah
271,614,1307,193,664,757,25,228.0,54.0,63.0,541,10166,69,2.0,0.0,1.0,2.0,0.0,1546,2017,0.34072545985903385,0.43537948617375954,0.25632476956265937,0,0,1,0,0,1,0,0,0,0,0,0.01,,varitja01,Jason,Varitek
273,465,1106,81,430,524,15,12.0,4.0,4.0,703,8925,82,2.0,0.0,2.0,0.0,2.0,1470,1980,0.3111154675553813,0.35285121258466245,0.24164299759667904,1,0,1,0,0,1,0,0,0,0,0,0.0,0.0,edwarjo01,Johnny,Edwards
274,180,881,123,380,474,59,0.0,0.0,0.0,85,1570,47,1.0,0.0,1.0,0.0,0.0,894,1991,0.3153232949512843,0.4576753000631712,0.2782691092861655,0,1,1,0,0,0,0,0,0,1,0,0.0,,valenel01,Ellis,Valentine
278,1667,2468,521,1494,1704,32,49.0,11.0,16.0,497,7910,80,3.0,2.0,0.0,1.0,0.0,2322,2014,0.41909866984316063,0.5549457250884254,0.30101231857543603,0,1,1,0,0,0,0,1,0,0,0,0.85,,thomafr04,Frank,Thomas
280,187,775,9,339,222,90,1.0,0.0,2.0,1197,1493,72,0.0,0.0,0.0,0.0,0.0,955,1991,0.31036662452591657,0.3251617296561117,0.26387470207694924,0,1,1,0,0,0,0,0,0,1,0,0.0,,bailobo01,Bob,Bailor
281,583,2333,399,1195,1425,128,66.0,12.0,18.0,1376,18244,176,5.0,0.0,2.0,0.0,0.0,2257,2010,0.3470555243970836,0.49876482213438733,0.28816699604743085,0,1,1,0,0,0,0,0,0,0,0,0.17,0.0,galaran01,Andres,Galarraga
283,353,1502,53,604,594,80,0.0,0.0,0.0,3836,2757,123,1.0,0.0,0.0,0.0,0.0,1353,1996,0.33285790693528255,0.3907093292212799,0.28951426368542793,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,rayjo01,Johnny,Ray
285,876,1342,253,792,895,48,0.0,0.0,0.0,502,6239,52,2.0,0.0,0.0,0.0,0.0,1565,1993,0.3597706641184902,0.4515214515214515,0.25363825363825365,0,1,1,0,0,0,0,1,0,0,0,0.0,,thornan01,Andre,Thornton
287,421,1316,107,647,545,66,52.0,15.0,15.0,2753,2239,96,0.0,0.0,0.0,0.0,0.0,1288,2013,0.34802461782807226,0.4350021958717611,0.2889767237593325,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,walketo04,Todd,Walker
288,217,411,30,197,177,25,0.0,0.0,0.0,36,1162,18,0.0,0.0,0.0,1.0,1.0,706,1980,0.3094192288921425,0.3305785123966942,0.22644628099173553,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,gosgeji01,Jim,Gosger
290,610,2152,306,1084,1322,142,91.0,24.0,31.0,108,2951,94,4.0,0.0,0.0,1.0,1.0,2186,2012,0.31533993850358727,0.44952759820984584,0.2675285927399304,0,0,1,0,0,0,0,0,0,1,0,0.0,,sierrru01,Ruben,Sierra
291,1391,2446,385,1470,1384,78,113.0,27.0,32.0,228,5450,78,3.0,0.0,8.0,0.0,2.0,2606,1997,0.36987734144718076,0.4702089817696754,0.27189862160960426,0,1,1,0,0,0,0,0,0,1,0,0.43,0.0,evansdw01,Dwight,Evans
293,715,1726,151,844,706,76,0.0,0.0,0.0,4555,3805,291,6.0,0.0,1.0,0.0,1.0,1902,1984,0.3377031271336884,0.3984363023148858,0.26460217691246357,0,1,1,0,0,0,0,0,0,0,1,0.0,,fregoji01,Jim,Fregosi
294,555,1429,39,745,370,65,0.0,0.0,0.0,3807,2822,185,2.0,0.0,0.0,0.0,0.0,1483,1980,0.36779521056977704,0.3467048710601719,0.27297039159503345,0,1,1,1,0,0,0,0,0,0,0,0.0,,huntro01,Ron,Hunt
295,552,1724,284,797,1027,59,50.0,15.0,15.0,1359,14056,111,0.0,0.0,0.0,0.0,0.0,1755,2010,0.32492957746478873,0.4536562645551933,0.2676603011954665,0,1,1,0,0,0,0,0,0,0,0,0.0,,karroer01,Eric,Karros
296,370,815,73,357,352,13,0.0,0.0,0.0,2347,2031,100,0.0,0.0,0.0,0.0,1.0,1141,1979,0.31403000789681496,0.3572267920094007,0.23942420681551116,1,0,1,1,0,0,0,0,0,0,0,0.0,,allenbe01,Bernie,Allen
297,308,1353,36,739,368,363,156.0,33.0,40.0,2780,2044,134,1.0,0.0,0.0,1.0,1.0,1303,2012,0.3167666916729182,0.35643763852508564,0.27261736852710056,1,0,1,1,0,0,0,0,0,0,0,0.0,,womacto01,Tony,Womack
298,481,1344,87,617,481,64,11.0,5.0,8.0,157,3643,55,0.0,0.0,0.0,1.0,0.0,1799,1988,0.3190675017397356,0.3581975071907958,0.25771812080536916,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,unserde01,Del,Unser
299,1401,2314,449,1517,1529,202,106.0,24.0,33.0,1705,17546,129,4.0,1.0,1.0,0.0,1.0,2150,2011,0.40761561306745864,0.540336026676927,0.2967808131332564,0,1,1,0,0,0,0,0,0,0,0,0.74,,bagweje01,Jeff,Bagwell
303,475,940,167,465,570,6,62.0,17.0,19.0,568,7218,51,2.0,0.0,4.0,1.0,0.0,1188,2011,0.3297458209297,0.43274244004171014,0.24504692387904067,0,1,1,0,0,1,0,0,0,0,0,0.0,,johnsch04,Charles,Johnson
304,739,1447,315,917,981,74,0.0,0.0,0.0,93,2913,71,1.0,0.0,0.0,0.0,1.0,1694,2012,0.3445966514459665,0.48126094570928196,0.25341506129597197,1,0,1,0,0,0,0,0,0,1,0,0.0,,burnije01,Jeromy,Burnitz
305,222,379,42,174,229,3,11.0,3.0,13.0,46,634,9,0.0,0.0,0.0,2.0,3.0,865,1989,0.34506242905788875,0.37483530961791833,0.24967061923583664,1,0,0,0,0,0,0,1,0,0,0,0.0,,crowlte01,Terry,Crowley
