,walks,hits,hr,runs,rbi,sb,post_ab,post_h,post_games,assists,po,errors,as_games,mvp,gg,ws_wins,ws_losses,gp,firstyear,OBP,SLG,AVG,L,R,R,2B,3B,CATCHER,CF,DH,LF,RF,SS,prob,inducted,playerID,nameFirst,nameLast
307,945,2004,253,986,1110,53,113.0,33.0,29.0,3089,5257,276,0.0,0.0,0.0,0.0,2.0,2158,2010,0.34614049299849553,0.4233460979796646,0.2646243232536643,0,1,1,0,1,0,0,0,0,0,0,0.01,,zeileto01,Todd,Zeile
309,2190,3055,297,2295,1115,1406,222.0,63.0,60.0,131,6468,141,10.0,1.0,1.0,2.0,2.0,3081,2009,0.40124662060678884,0.4185749475412827,0.2787154456710154,0,1,0,0,0,0,0,0,1,0,0,0.95,,henderi01,Rickey,Henderson
310,899,2077,316,1211,1287,118,141.0,31.0,39.0,4081,1478,186,5.0,0.0,8.0,1.0,1.0,2038,2018,0.36433016320300576,0.49040281157069476,0.2807515544741822,0,1,1,0,1,0,0,0,0,0,0,0.01,,rolensc01,Scott,Rolen
311,1312,2781,630,1662,1836,184,69.0,20.0,18.0,154,5607,89,9.0,1.0,10.0,0.0,0.0,2671,2016,0.36951133144475923,0.5378022650749924,0.2837465564738292,1,0,0,0,0,0,1,0,0,0,0,0.65,1.0,griffke02,Ken,Griffey
312,567,1980,267,941,1111,59,75.0,17.0,23.0,207,4758,65,3.0,0.0,0.0,2.0,0.0,2048,1994,0.32919015889287545,0.4457848225557582,0.2777388132977977,0,1,1,0,0,0,0,0,0,1,0,0.0,,hendrge01,George,Hendrick
313,699,1493,95,621,624,20,48.0,10.0,14.0,1007,9773,81,2.0,0.0,6.0,1.0,0.0,1962,1995,0.32654867256637166,0.34761667497093507,0.24796545424348115,0,1,1,0,0,1,0,0,0,0,0,0.01,,sundbji01,Jim,Sundberg
319,275,682,43,268,293,10,32.0,6.0,11.0,1597,1763,69,0.0,0.0,0.0,0.0,1.0,891,1991,0.3291311754684838,0.37928408225437926,0.2597105864432597,0,1,1,0,1,0,0,0,0,0,0,0.0,,howear01,Art,Howe
320,520,1503,171,794,754,93,15.0,6.0,9.0,2445,1787,148,2.0,0.0,0.0,0.0,1.0,1556,2017,0.35036018336607727,0.43102176318701585,0.27720398376982663,0,1,1,0,1,0,0,0,0,0,0,0.0,,morame01,Melvin,Mora
323,468,1884,164,926,824,312,39.0,13.0,15.0,104,3198,91,2.0,0.0,0.0,1.0,0.0,1912,1996,0.3252519749387088,0.4196257551200825,0.277589509356122,1,0,0,0,0,0,0,0,0,1,0,0.0,,washicl01,Claudell,Washington
324,612,1782,324,856,1070,28,30.0,8.0,8.0,986,9840,98,7.0,0.0,3.0,1.0,0.0,1988,2001,0.31270903010033446,0.4404980897127494,0.25215791707938306,0,1,1,0,0,1,0,0,0,0,0,0.04,,parrila02,Lance,Parrish
325,101,627,50,214,252,2,0.0,0.0,0.0,395,4040,69,0.0,0.0,0.0,0.0,0.0,859,1980,0.2523972602739726,0.31873653984206746,0.2250538406317301,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,casanpa01,Paul,Casanova
326,585,1447,245,706,923,11,20.0,4.0,10.0,974,7038,104,0.0,0.0,0.0,3.0,2.0,1765,1982,0.3105796882094748,0.41996296919710485,0.24356168995118666,0,1,1,0,0,0,0,0,0,0,0,0.0,,johnsde01,Deron,Johnson
327,560,1615,235,784,901,87,60.0,11.0,16.0,121,3399,74,3.0,0.0,0.0,0.0,1.0,1754,1992,0.33601946176068115,0.45036360561474714,0.2731270082868256,1,0,0,0,0,0,0,0,1,0,0,0.0,,oglivbe01,Ben,Oglivie
330,423,1884,320,902,1105,33,60.0,21.0,17.0,3632,1389,174,2.0,0.0,0.0,0.0,2.0,1854,2012,0.3209056399132321,0.4762532981530343,0.27616534740545295,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,castivi02,Vinny,Castilla
332,439,1187,119,671,458,103,49.0,8.0,16.0,3705,2611,110,0.0,0.0,1.0,0.0,1.0,1304,2002,0.3294392523364486,0.4032957502168257,0.25737207285342584,0,1,1,1,0,0,0,0,0,0,0,0.0,,thompro01,Robby,Thompson
333,505,1361,62,676,435,217,43.0,16.0,13.0,57,2585,18,0.0,0.0,0.0,0.0,0.0,1531,1997,0.34894872740686095,0.388259526261586,0.2803295571575695,1,0,1,0,0,0,0,0,0,1,0,0.0,,puhlte01,Terry,Puhl
334,1069,2336,287,1366,1257,147,465.0,128.0,121.0,65,4710,48,4.0,0.0,4.0,4.0,2.0,2076,2012,0.3809313129078642,0.47731605032405644,0.2968611005210319,0,0,1,0,0,0,1,0,0,0,0,0.02,,willibe02,Bernie,Williams
335,965,1614,80,783,686,24,0.0,0.0,0.0,1027,11603,123,1.0,0.0,0.0,0.0,0.0,1666,1991,0.3958489998496014,0.39108554996405465,0.29007907979870595,1,0,0,0,0,0,0,0,0,0,0,0.02,0.0,hargrmi01,Mike,Hargrove
336,448,2254,79,1010,856,352,192.0,53.0,54.0,136,4295,108,4.0,1.0,3.0,1.0,3.0,2201,2005,0.3330473155185094,0.3959994770558243,0.29467904301215847,0,0,1,0,0,0,1,0,0,0,0,0.02,0.0,mcgeewi01,Willie,McGee
337,528,1302,155,631,722,37,0.0,0.0,0.0,2913,1526,201,0.0,0.0,5.0,0.0,0.0,1465,1983,0.32213608957795004,0.40300809872734283,0.2510605476282298,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,raderdo02,Doug,Rader
338,565,1904,110,935,723,231,45.0,11.0,13.0,5904,3096,242,1.0,0.0,0.0,1.0,0.0,2108,2013,0.31225934666501054,0.36685187694809596,0.25802954329854993,0,1,1,0,0,0,0,0,0,0,1,0.0,,claytro01,Royce,Clayton
340,548,1619,223,771,952,30,115.0,29.0,34.0,2725,1468,104,4.0,0.0,1.0,3.0,0.0,1601,2016,0.3415422502693551,0.4637880612420437,0.27851367624290385,0,1,1,0,1,0,0,0,0,0,0,0.0,,lowelmi01,Mike,Lowell
341,250,767,7,396,162,126,0.0,0.0,1.0,1820,1392,158,0.0,0.0,0.0,0.0,0.0,936,1980,0.3084308430843084,0.3027823240589198,0.251063829787234,1,0,1,0,0,0,0,0,0,0,1,0.0,,jacksso01,Sonny,Jackson
342,1194,2380,350,1240,1372,142,100.0,21.0,34.0,77,2566,80,3.0,0.0,0.0,3.0,0.0,2436,2005,0.3597634322373697,0.45128559898535686,0.2744148506860371,0,0,1,0,0,0,0,1,0,0,0,0.12,0.0,davisch01,Chili,Davis
343,1032,2724,210,1508,1134,474,230.0,72.0,58.0,6536,4463,183,12.0,0.0,10.0,2.0,0.0,2379,2010,0.37124463519313305,0.4428524192659539,0.30023145596825745,0,0,1,1,0,0,0,0,0,0,0,0.86,,alomaro01,Roberto,Alomar
344,684,1931,14,899,527,100,0.0,0.0,0.0,6453,3292,350,6.0,0.0,2.0,0.0,0.0,2078,1985,0.3140407288317256,0.3119853613906679,0.2523853091099203,0,0,1,0,0,0,0,0,0,0,1,0.0,,kessido01,Don,Kessinger
345,649,2085,260,908,1125,51,28.0,2.0,11.0,4065,2543,247,5.0,0.0,3.0,0.0,0.0,2212,2002,0.31577173668838465,0.4159772811458205,0.25743919002345966,0,1,1,0,1,0,0,0,0,0,0,0.04,0.0,wallati01,Tim,Wallach
346,365,1230,27,548,304,151,0.0,0.0,0.0,3383,2802,118,0.0,0.0,0.0,0.0,0.0,1272,1980,0.3080759639363131,0.31311032619987533,0.25555786411801373,0,0,1,1,0,0,0,0,0,0,0,0.0,,clarkho01,Horace,Clarke
347,664,2087,199,1084,976,550,52.0,9.0,17.0,195,5984,91,4.0,0.0,5.0,0.0,1.0,2006,1992,0.34650043204542647,0.4432284541723666,0.28549931600547196,0,1,1,0,0,0,1,0,0,0,0,0.01,,cedence01,Cesar,Cedeno
348,527,1188,251,629,824,6,37.0,5.0,12.0,709,9351,75,1.0,0.0,0.0,0.0,0.0,1559,2015,0.3390625,0.48455428067078554,0.2621359223300971,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,clarkto02,Tony,Clark
350,1507,2234,548,1506,1595,174,140.0,33.0,36.0,5193,2836,328,10.0,3.0,10.0,1.0,1.0,2404,1995,0.38025084610790366,0.5272988505747126,0.2674808429118774,0,1,1,0,1,0,0,0,0,0,0,0.79,1.0,schmimi01,Mike,Schmidt
351,949,1132,245,711,732,23,12.0,1.0,4.0,408,4951,55,2.0,0.0,0.0,0.0,0.0,1485,2003,0.3687980433263452,0.44891443167305234,0.24095359727543636,0,0,1,0,0,1,0,0,0,0,0,0.0,,tettlmi01,Mickey,Tettleton
352,1605,2223,414,1344,1354,98,42.0,9.0,13.0,3929,7964,329,2.0,0.0,0.0,1.0,0.0,2687,1995,0.36092684294123145,0.4308480998551209,0.2477432296890672,1,0,1,0,1,0,0,0,0,0,0,0.35,0.0,evansda01,Darrell,Evans
353,852,1564,189,772,773,85,0.0,0.0,0.0,2397,2258,210,0.0,0.0,0.0,1.0,0.0,1931,1984,0.3474225332000571,0.40299243669845447,0.25715225254850377,0,1,1,0,1,0,0,0,0,0,0,0.0,,bailebo01,Bob,Bailey
354,527,2184,396,1170,1445,231,119.0,30.0,29.0,281,5890,118,5.0,0.0,0.0,2.0,0.0,2189,2004,0.30632108486439197,0.46426027071954407,0.2593208264070292,0,1,1,0,0,0,0,0,1,0,0,0.03,,cartejo01,Joe,Carter
355,610,1195,200,656,666,47,42.0,12.0,18.0,59,1412,35,0.0,0.0,0.0,0.0,2.0,1584,1991,0.35641272902603666,0.4542425588627277,0.26543758329631273,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,gamblos01,Oscar,Gamble
356,157,357,15,120,130,1,0.0,0.0,0.0,248,2649,29,0.0,0.0,0.0,0.0,1.0,556,1979,0.3073770491803279,0.31761624099541585,0.2337917485265226,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,mayje01,Jerry,May
362,338,580,100,263,310,6,14.0,3.0,4.0,360,4206,72,0.0,0.0,0.0,0.0,0.0,843,1980,0.33987161198288157,0.40132122213047067,0.23947151114781173,1,0,1,0,0,1,0,0,0,0,0,0.0,,simsdu01,Duke,Sims
363,699,1992,271,957,1051,69,26.0,6.0,7.0,1520,15601,201,3.0,0.0,8.0,0.0,1.0,2034,1985,0.3327270522614284,0.43468316964886317,0.2679940804520382,0,1,1,0,0,0,0,0,0,0,0,0.02,0.0,scottge02,George,Scott
365,914,1886,332,1258,1024,461,8.0,2.0,3.0,128,3659,89,3.0,0.0,3.0,0.0,0.0,1849,1987,0.3533564528114937,0.470822092858157,0.2677836149368167,0,1,1,0,0,0,0,0,0,1,0,0.04,,bondsbo01,Bobby,Bonds
366,212,1122,36,510,329,125,31.0,10.0,22.0,82,2389,36,1.0,0.0,1.0,3.0,2.0,1458,1986,0.3151969981238274,0.36445108289768485,0.2793129200896191,1,0,0,0,0,0,1,0,0,0,0,0.0,,davalvi01,Vic,Davalillo
367,1031,1790,242,982,1039,75,159.0,39.0,44.0,3743,1788,231,3.0,0.0,0.0,3.0,0.0,2019,1987,0.35218290161741456,0.40807365439093485,0.2535410764872521,0,1,1,0,1,0,0,0,0,0,0,0.0,,bandosa01,Sal,Bando
368,757,2020,193,1092,1007,341,78.0,23.0,22.0,129,4940,48,4.0,0.0,3.0,1.0,1.0,1998,1990,0.343017578125,0.4254007398273736,0.2767502397588711,0,1,1,0,0,0,1,0,0,0,0,0.0,,otisam01,Amos,Otis
369,848,2092,324,1025,1225,39,118.0,33.0,30.0,1247,12490,128,10.0,0.0,3.0,1.0,0.0,2296,1998,0.3347429334520365,0.43871534311880567,0.2624513862752478,0,1,1,0,0,1,0,0,0,0,0,0.8,,cartega01,Gary,Carter
370,160,325,24,166,159,16,0.0,0.0,0.0,23,570,18,0.0,0.0,0.0,0.0,0.0,540,1980,0.32278889606197547,0.3555718475073314,0.23826979472140764,1,0,1,0,0,0,0,0,0,1,0,0.0,,milleno01,Norm,Miller
371,103,297,8,78,101,3,0.0,0.0,0.0,214,2998,32,0.0,0.0,0.0,1.0,1.0,574,1979,0.26790450928381965,0.2652767792954709,0.2135154565061107,0,1,1,0,0,1,0,0,0,0,0,0.0,,torboje01,Jeff,Torborg
372,820,2054,192,1249,875,273,56.0,14.0,15.0,4926,3506,181,2.0,0.0,0.0,0.0,0.0,1975,2014,0.3520554493307839,0.4357451403887689,0.27726781857451405,0,0,1,1,0,0,0,0,0,0,0,0.02,,durhara01,Ray,Durham
374,10,23,3,11,11,0,0.0,0.0,0.0,3,44,1,0.0,0.0,0.0,0.0,0.0,40,2014,0.2975206611570248,0.35514018691588783,0.21495327102803738,0,0,1,0,0,0,0,0,1,0,0,0.0,,jonesja05,Jason,Jones
375,890,2020,314,1123,1092,137,107.0,25.0,32.0,304,5186,123,7.0,0.0,1.0,1.0,3.0,1987,1988,0.3659537428500373,0.4889805204038106,0.2872174036684203,0,0,1,0,0,0,0,0,0,1,0,0.06,0.0,smithre06,Reggie,Smith
376,589,2774,438,1373,1591,314,59.0,11.0,15.0,157,5158,93,8.0,1.0,8.0,0.0,0.0,2627,2002,0.3233131689157748,0.48222020751485845,0.279439911352876,0,1,1,0,0,0,0,0,0,1,0,0.68,,dawsoan01,Andre,Dawson
379,413,1546,46,834,435,226,28.0,7.0,8.0,1043,2686,124,0.0,0.0,0.0,0.0,2.0,1488,1982,0.33535386631716907,0.3675704794397558,0.27760818818459326,0,1,1,0,0,0,1,0,0,0,0,0.0,,tovarce01,Cesar,Tovar
381,356,1226,7,605,329,208,0.0,0.0,0.0,3243,2293,110,0.0,0.0,0.0,0.0,0.0,1154,1990,0.3272127088920982,0.32839506172839505,0.27519640852974186,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,remyje01,Jerry,Remy
383,471,1422,54,778,402,254,64.0,9.0,22.0,68,2975,44,1.0,0.0,0.0,1.0,1.0,1496,1991,0.3433183856502242,0.3775974668513754,0.28141698001187415,1,0,1,0,0,0,1,0,0,0,0,0.0,,bumbral01,Al,Bumbry
384,666,1925,348,986,1239,51,76.0,22.0,23.0,119,3809,62,5.0,1.0,0.0,3.0,1.0,1977,1992,0.3384556281213984,0.4798519151359818,0.274099387726043,0,1,1,0,0,0,0,0,1,0,0,0.0,,fostege01,George,Foster
385,744,2003,328,1129,1070,162,48.0,14.0,13.0,152,4373,54,2.0,0.0,1.0,1.0,0.0,1951,2013,0.35519537630355574,0.4944930810505507,0.282829709121717,1,0,0,0,0,0,0,0,0,1,0,0.0,,greensh01,Shawn,Green
387,491,1002,159,518,560,17,0.0,0.0,0.0,392,3947,76,1.0,0.0,0.0,0.0,0.0,1421,1980,0.334589800443459,0.4257674886763966,0.2521389028686462,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,hickmji02,Jim,Hickman
388,152,370,28,146,161,4,2.0,0.0,1.0,325,3473,34,0.0,0.0,0.0,0.0,1.0,636,1980,0.2520364159080019,0.28020833333333334,0.19270833333333334,0,1,1,0,0,1,0,0,0,0,0,0.0,,ryanmi02,Mike,Ryan
389,601,1479,233,824,865,148,37.0,8.0,19.0,134,2881,63,1.0,0.0,0.0,1.0,1.0,1621,2015,0.35830995213731637,0.48204549727392365,0.27805978567399886,1,0,1,0,0,0,0,0,1,0,0,0.0,,floydcl01,Cliff,Floyd
391,460,1400,130,657,726,80,48.0,7.0,17.0,85,2094,43,2.0,0.0,0.0,0.0,1.0,1269,2002,0.3678094131319001,0.46311918667531904,0.30283365779796667,1,0,1,0,0,0,0,0,1,0,0,0.0,,greenmi01,Mike,Greenwell
392,608,1913,138,936,775,329,16.0,3.0,6.0,164,3964,95,0.0,0.0,0.0,0.0,1.0,2017,1986,0.3325499412455934,0.3951751866743251,0.2746984491671453,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,cardejo02,Jose,Cardenal
393,620,1993,325,873,1163,20,33.0,8.0,12.0,60,1921,58,4.0,0.0,0.0,1.0,0.0,2028,1986,0.33242065961418793,0.45656344203891475,0.27308851740202794,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,hortowi01,Willie,Horton
395,1062,2866,384,1299,1628,34,102.0,33.0,31.0,69,2031,47,6.0,0.0,0.0,0.0,1.0,2830,2007,0.3556798700712803,0.4646750100928543,0.28926120306822767,1,0,0,0,0,0,0,1,0,0,0,0.15,,baineha01,Harold,Baines
396,449,1131,208,584,743,18,3.0,0.0,1.0,1122,3708,112,1.0,0.0,0.0,0.0,0.0,1217,2012,0.3425531914893617,0.47182425978987586,0.2700573065902579,0,1,1,0,1,0,0,0,0,0,0,0.0,,nevinph01,Phil,Nevin
397,260,1473,22,685,360,49,0.0,0.0,0.0,3719,2712,179,4.0,0.0,1.0,0.0,0.0,1320,1981,0.3177366702937976,0.3450460829493088,0.2828341013824885,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,beckegl01,Glenn,Beckert
399,618,2249,79,1181,646,649,144.0,35.0,37.0,6323,3789,388,5.0,0.0,0.0,3.0,0.0,2328,1989,0.3109484404837683,0.3421234454168586,0.25898203592814373,0,1,1,0,0,0,0,0,0,0,1,0.09,0.0,campabe01,Bert,Campaneris
401,318,1617,22,699,403,67,63.0,16.0,15.0,3846,3498,151,2.0,0.0,2.0,0.0,1.0,1480,1983,0.32205029013539654,0.34329131410809877,0.279226385771024,0,1,1,1,0,0,0,0,0,0,0,0.0,,millafe01,Felix,Millan
402,343,1311,84,490,595,14,61.0,17.0,15.0,1858,3669,131,2.0,0.0,0.0,1.0,0.0,1495,1994,0.3207439741886506,0.3899358045143922,0.2714847794574446,0,1,1,0,1,0,0,0,0,0,0,0.0,,knighra01,Ray,Knight
404,353,1454,184,755,821,119,140.0,35.0,38.0,96,2852,35,1.0,0.0,0.0,0.0,1.0,1456,2012,0.3332742735648476,0.4548449612403101,0.2817829457364341,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,jordabr01,Brian,Jordan
406,1283,2247,309,1219,1261,49,128.0,34.0,34.0,1025,566,81,7.0,0.0,0.0,0.0,0.0,2055,2010,0.41780189332717615,0.5154582004713711,0.31152086510467214,0,1,1,0,0,0,0,1,0,0,0,0.11,,martied01,Edgar,Martinez
410,522,1725,118,662,689,39,27.0,5.0,9.0,5429,3271,266,4.0,0.0,1.0,0.0,1.0,1941,1981,0.31143052703627655,0.3670791710153571,0.25719397644252273,0,1,1,0,0,0,0,0,0,0,1,0.0,,cardele01,Leo,Cardenas
411,477,1531,130,690,735,18,39.0,16.0,12.0,558,10875,53,2.0,0.0,0.0,0.0,2.0,1405,2014,0.3667611622962438,0.44749309119621,0.30221081721279114,1,0,1,0,0,0,0,0,0,0,0,0.0,,caseyse01,Sean,Casey
412,792,1273,310,797,965,6,85.0,26.0,26.0,100,2537,33,1.0,0.0,1.0,0.0,0.0,1472,2007,0.3585798816568047,0.49351685617394775,0.25393975663275486,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,buhneja01,Jay,Buhner
413,424,1571,21,732,426,120,89.0,21.0,21.0,3905,3228,121,3.0,0.0,0.0,1.0,0.0,1422,1986,0.33399701343952215,0.35812027367662946,0.2828592005761613,0,1,1,1,0,0,0,0,0,0,0,0.0,,cashda01,Dave,Cash
416,966,3142,251,1632,1406,271,64.0,22.0,17.0,4850,5855,305,3.0,2.0,1.0,0.0,1.0,2856,1999,0.34219843557019347,0.4296875,0.28542877906976744,0,1,1,0,0,0,0,0,0,0,1,0.92,,yountro01,Robin,Yount
417,1566,4256,160,2165,1314,198,268.0,86.0,67.0,3349,12394,213,16.0,1.0,2.0,3.0,3.0,3562,1992,0.3751344511230623,0.4093076211485092,0.3028534832420124,0,0,1,0,0,0,0,0,0,0,0,0.86,0.0,rosepe01,Pete,Rose
418,850,2365,185,1231,1003,236,51.0,17.0,13.0,6265,3448,235,4.0,0.0,4.0,1.0,0.0,2293,2002,0.3515295643714193,0.4152992277992278,0.2853523166023166,0,1,1,0,0,0,0,0,0,0,1,0.67,,trammal01,Alan,Trammell
419,1001,1776,339,889,1187,20,126.0,33.0,33.0,880,12796,133,3.0,1.0,0.0,2.0,3.0,2042,1983,0.3605293588590518,0.4617572219727586,0.265828468792097,1,0,1,0,0,0,0,0,0,0,0,0.01,,powelbo01,Boog,Powell
421,375,2096,70,893,728,242,34.0,11.0,10.0,6078,3551,386,2.0,0.0,0.0,0.0,1.0,2079,1997,0.3042571463624095,0.36873461986789274,0.2714674264991581,0,0,1,0,0,0,0,0,0,0,1,0.0,,templga01,Garry,Templeton
422,912,2010,287,1084,1173,45,149.0,32.0,46.0,1869,3045,230,6.0,0.0,0.0,1.0,0.0,2113,2007,0.3575757575757576,0.47150977401913213,0.27866352419243035,0,0,1,0,1,0,0,0,0,0,0,0.01,,bonilbo01,Bobby,Bonilla
423,231,1342,34,414,477,33,29.0,7.0,8.0,3624,2909,130,2.0,0.0,2.0,0.0,1.0,1435,1983,0.30047303689687793,0.3420052031218731,0.2685611366820092,0,1,1,1,0,0,0,0,0,0,0,0.0,,helmsto01,Tommy,Helms
426,212,1236,112,520,588,25,173.0,37.0,49.0,464,7667,86,6.0,0.0,1.0,0.0,2.0,1377,2013,0.30911355615528335,0.406401766004415,0.2728476821192053,0,1,1,0,0,1,0,0,0,0,0,0.01,0.0,alomasa02,Sandy,Alomar
427,717,1366,265,770,899,30,24.0,3.0,17.0,215,3159,40,0.0,0.0,0.0,1.0,2.0,1895,2017,0.35559986706547025,0.4767486548808609,0.2624903920061491,1,0,1,0,0,0,0,0,0,1,0,0.0,,stairma01,Matt,Stairs
428,54,153,14,79,90,6,4.0,0.0,4.0,46,755,17,0.0,0.0,0.0,0.0,1.0,393,1979,0.2876712328767123,0.33434190620272314,0.2314674735249622,0,1,1,0,0,0,0,0,0,0,0,0.0,,beaucji01,Jim,Beauchamp
431,1845,3419,452,1816,1844,168,65.0,24.0,17.0,775,10437,135,14.0,1.0,7.0,0.0,2.0,3308,1989,0.3794534268135642,0.4620453787120454,0.28520186853520185,1,0,1,0,0,0,0,0,1,0,0,0.97,,yastrca01,Carl,Yastrzemski
433,844,2548,304,1443,1167,320,165.0,41.0,51.0,134,5664,72,2.0,0.0,5.0,1.0,2.0,2583,2013,0.3322403317581252,0.44237522613600083,0.2711503671384484,1,0,0,0,0,0,1,0,0,0,0,0.04,,finlest01,Steve,Finley
434,634,2280,360,1130,1341,96,93.0,22.0,25.0,4623,2607,237,2.0,0.0,4.0,1.0,0.0,2507,2006,0.3076136944302504,0.43358283990615576,0.25472014300078205,0,1,1,0,1,0,0,0,0,0,0,0.04,,gaettga01,Gary,Gaetti
435,833,1671,155,1023,614,557,181.0,43.0,50.0,3931,3558,177,4.0,0.0,1.0,1.0,3.0,1812,1993,0.34888521882741536,0.3884167453572553,0.26298394711992445,0,1,1,1,0,0,0,0,0,0,0,0.02,0.0,lopesda01,Davey,Lopes
436,477,1425,28,849,346,752,111.0,22.0,28.0,109,2452,68,2.0,0.0,0.0,0.0,2.0,1371,2003,0.32370820668693007,0.3446170921198668,0.26359600443951164,0,0,1,0,0,0,0,0,1,0,0,0.01,0.0,colemvi01,Vince,Coleman
437,1129,2375,54,1359,578,558,49.0,12.0,14.0,122,5296,41,1.0,0.0,0.0,0.0,1.0,2213,2003,0.3768886997233454,0.37603911980440097,0.29034229828850855,1,0,0,0,0,0,1,0,0,0,0,0.06,,butlebr01,Brett,Butler
438,324,1160,52,492,477,105,52.0,12.0,20.0,57,2249,28,0.0,0.0,0.0,1.0,1.0,1422,2004,0.3414969100480659,0.40425531914893614,0.2903629536921151,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,eisenji01,Jim,Eisenreich
439,1255,2716,292,1189,1466,47,41.0,14.0,11.0,402,6572,140,4.0,0.0,0.0,0.0,1.0,2951,1991,0.36248098093618547,0.4305555555555556,0.27942386831275723,1,0,1,0,0,0,0,0,0,1,0,0.08,,staubru01,Rusty,Staub
441,986,2111,398,1197,1266,161,11.0,3.0,3.0,300,6319,123,7.0,2.0,5.0,0.0,0.0,2180,1999,0.345915430595528,0.46896984924623114,0.2652010050251256,0,1,1,0,0,0,1,0,0,0,0,0.19,0.0,murphda05,Dale,Murphy
442,960,1661,210,1062,761,315,80.0,24.0,19.0,60,3713,42,3.0,0.0,0.0,0.0,0.0,1834,2008,0.3621297142111445,0.4251423295891676,0.2555777811971072,1,0,0,0,0,0,1,0,0,0,0,0.0,,anderbr01,Brady,Anderson
444,180,1012,48,434,371,13,63.0,16.0,15.0,2099,1466,45,2.0,0.0,0.0,1.0,0.0,904,2017,0.3352506162695152,0.4129923574368019,0.29747207524985303,0,1,1,1,0,0,0,0,0,0,0,0.0,,sanchfr01,Freddy,Sanchez
446,881,1379,255,733,879,20,30.0,6.0,9.0,827,13169,88,2.0,0.0,0.0,0.0,0.0,1620,1988,0.35969546302050964,0.4393243987516064,0.2531668808518451,1,0,0,0,0,0,0,0,0,0,0,0.0,,maybejo01,John,Mayberry
447,342,999,130,558,433,167,32.0,8.0,8.0,53,2371,61,2.0,0.0,2.0,1.0,0.0,1130,1979,0.31954450383453403,0.41232106339468305,0.2553680981595092,0,1,1,0,0,0,1,0,0,0,0,0.0,,ageeto01,Tommie,Agee
448,661,1352,210,653,773,10,58.0,14.0,17.0,3750,1886,176,2.0,0.0,0.0,0.0,2.0,1553,1982,0.33240952070427127,0.41985157699443415,0.250834879406308,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,petrori01,Rico,Petrocelli
