,walks,hits,hr,runs,rbi,sb,post_ab,post_h,post_games,assists,po,errors,as_games,mvp,gg,ws_wins,ws_losses,gp,firstyear,OBP,SLG,AVG,L,R,R,2B,3B,CATCHER,CF,DH,LF,RF,SS,prob,inducted,playerID,nameFirst,nameLast
449,504,855,131,455,498,31,65.0,15.0,21.0,313,4811,57,0.0,0.0,0.0,1.0,1.0,1215,1988,0.3441427853192559,0.41327124563445866,0.2488358556461001,1,0,0,0,0,0,0,0,0,0,0,0.0,,milnejo01,John,Milner
451,937,2232,475,1194,1540,17,133.0,37.0,36.0,486,9278,151,7.0,1.0,0.0,2.0,0.0,2360,1988,0.3600975934346235,0.5285732307304151,0.2815693200454144,1,0,0,0,0,0,0,0,1,0,0,0.27,1.0,stargwi01,Willie,Stargell
452,862,1862,252,972,1043,127,11.0,1.0,8.0,293,3352,90,5.0,0.0,1.0,0.0,1.0,1908,1989,0.3572727272727273,0.44472511144130755,0.27667161961367015,1,0,1,0,0,0,0,0,0,1,0,0.0,,murcebo01,Bobby,Murcer
453,448,1917,220,870,947,86,51.0,16.0,13.0,71,2332,61,6.0,0.0,1.0,0.0,1.0,1676,1982,0.3530954115076475,0.47643231233137595,0.30423742263132836,1,0,1,0,0,0,0,0,0,1,0,0.01,0.0,olivato01,Tony,Oliva
454,462,1146,166,652,674,128,0.0,0.0,0.0,70,2213,52,2.0,0.0,0.0,0.0,1.0,1197,1988,0.346882898062342,0.45208085612366233,0.27253269916765754,0,1,1,0,0,0,1,0,0,0,0,0.0,,hislela01,Larry,Hisle
455,1088,2225,390,1193,1314,32,182.0,41.0,53.0,5295,2098,298,6.0,0.0,2.0,2.0,3.0,2700,1994,0.3292539651458782,0.4205430669931004,0.2476073892722012,1,0,1,0,1,0,0,0,0,0,0,0.05,,nettlgr01,Graig,Nettles
456,655,2273,358,1125,1363,125,11.0,1.0,3.0,294,4987,63,3.0,0.0,0.0,0.0,0.0,2099,2018,0.3387225321644085,0.48277589878491795,0.28473005135913815,0,1,1,0,0,0,0,0,1,0,0,0.01,,leeca01,Carlos,Lee
457,533,1477,207,681,792,8,20.0,8.0,6.0,68,1680,33,2.0,0.0,0.0,1.0,0.0,1453,1989,0.35287958115183243,0.4655909797822706,0.2871306376360809,0,1,1,0,0,0,0,0,0,1,0,0.0,,ziskri01,Richie,Zisk
460,894,1848,351,1099,1119,133,9.0,2.0,3.0,1711,7658,245,6.0,1.0,0.0,0.0,0.0,1749,1983,0.378067169294037,0.5336386607706886,0.29185091598231205,0,1,1,0,0,0,0,0,0,0,0,0.01,,allendi01,Dick,Allen
461,465,1604,139,645,802,32,0.0,0.0,0.0,747,10764,104,1.0,0.0,0.0,0.0,0.0,1632,1988,0.32718461778958885,0.40219065548519595,0.2745165154886189,1,0,0,0,0,0,0,0,0,0,0,0.01,,montawi01,Willie,Montanez
462,600,1623,176,798,729,80,27.0,5.0,11.0,3242,2697,150,2.0,0.0,0.0,0.0,1.0,1720,1989,0.3275911986103069,0.40627514078841515,0.26114239742558326,0,1,1,0,1,0,0,0,0,0,0,0.0,,moneydo01,Don,Money
465,1070,2182,162,1124,1071,98,117.0,31.0,30.0,1682,17916,115,5.0,1.0,11.0,2.0,0.0,2088,1996,0.3844082874868313,0.4360922659430122,0.29606512890094977,1,0,0,0,0,0,0,0,0,0,0,0.06,,hernake01,Keith,Hernandez
466,403,1747,229,927,936,95,112.0,36.0,32.0,3211,3422,171,5.0,0.0,0.0,1.0,0.0,1434,2015,0.3614792996236295,0.5205871822413176,0.31274615109201576,0,1,1,0,0,0,0,0,0,0,1,0.03,,garcino01,Nomar,Garciaparra
467,892,2105,281,1041,1269,141,299.0,85.0,85.0,118,3915,48,5.0,0.0,0.0,5.0,1.0,2053,2007,0.36277337178562846,0.47021044001093193,0.2876468980595791,1,0,0,0,0,0,0,0,0,1,0,0.04,0.0,oneilpa01,Paul,O'Neill
469,898,2251,165,1036,1077,317,61.0,17.0,16.0,126,4413,120,1.0,0.0,0.0,0.0,0.0,2353,1994,0.35444743935309975,0.41998231653404067,0.2843248705317671,1,0,0,0,0,0,0,0,1,0,0,0.03,,cruzjo01,Jose,Cruz
470,452,1562,61,598,571,56,60.0,16.0,17.0,4855,3977,169,4.0,0.0,3.0,3.0,0.0,1780,1995,0.31580570547417114,0.3445378151260504,0.26252100840336134,0,1,1,1,0,0,0,0,0,0,0,0.0,,trillma01,Manny,Trillo
471,929,2408,609,1475,1667,234,53.0,13.0,15.0,143,4522,128,6.0,1.0,0.0,0.0,0.0,2354,2013,0.3437594898269056,0.5337569499602859,0.2732327243844321,0,1,1,0,0,0,0,0,0,1,0,0.26,,sosasa01,Sammy,Sosa
472,186,699,17,331,253,125,20.0,3.0,5.0,53,1803,27,0.0,0.0,0.0,0.0,0.0,991,1990,0.2973597359735974,0.32714948269711025,0.24937566892615054,0,0,1,0,0,0,1,0,0,0,0,0.0,,scottto01,Tony,Scott
476,1160,3060,291,1844,1175,414,167.0,39.0,40.0,5671,7156,201,7.0,0.0,4.0,0.0,1.0,2850,2013,0.36324786324786323,0.43315557190143433,0.28135343876425156,0,1,1,1,0,0,0,0,0,0,0,0.9,,biggicr01,Craig,Biggio
477,674,1666,305,1037,983,304,221.0,43.0,64.0,103,3334,68,1.0,0.0,0.0,1.0,2.0,1777,2013,0.3430075401906388,0.48742188751802595,0.2669443999359077,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,sandere02,Reggie,Sanders
478,1094,3319,234,1782,1307,504,117.0,43.0,29.0,3241,3506,208,6.0,0.0,0.0,1.0,1.0,2683,2004,0.3690525444766239,0.4479926165205353,0.3063221042916474,0,1,1,0,0,0,0,1,0,0,0,0.88,,molitpa01,Paul,Molitor
479,81,235,48,110,152,2,1.0,0.0,1.0,303,761,38,0.0,0.0,0.0,0.0,0.0,404,2013,0.29697525206232817,0.4387550200803213,0.2359437751004016,1,0,1,0,1,0,0,0,0,0,0,0.0,,francju02,Juan,Francisco
481,99,464,73,204,267,5,10.0,3.0,3.0,73,1220,23,0.0,0.0,0.0,0.0,1.0,658,1980,0.27264015333013897,0.39429444727457974,0.23637289862455427,0,1,1,0,0,0,0,0,0,1,0,0.0,,koscoan01,Andy,Kosco
482,984,1060,201,653,674,36,114.0,18.0,42.0,743,8731,103,1.0,0.0,0.0,4.0,0.0,1555,1989,0.3878997093023256,0.42870159453302964,0.24145785876993167,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,tenacge01,Gene,Tenace
485,449,1513,134,776,620,171,146.0,38.0,52.0,115,4347,57,2.0,0.0,8.0,4.0,2.0,1947,1986,0.30236100533130233,0.38182720953326715,0.2504137702747435,0,1,1,0,0,0,1,0,0,0,0,0.0,,blairpa01,Paul,Blair
489,1333,3255,504,1627,1917,110,159.0,41.0,44.0,1871,21265,168,6.0,0.0,3.0,1.0,2.0,3026,2003,0.3594225516972298,0.4760938602681722,0.28713832039520115,0,0,1,0,0,0,0,0,0,0,0,0.9,,murraed02,Eddie,Murray
490,857,1960,306,1063,1111,72,54.0,22.0,15.0,114,4556,55,9.0,1.0,4.0,0.0,1.0,1969,1996,0.36047100531780196,0.484043321299639,0.28303249097472927,1,0,0,0,0,0,1,0,0,0,0,0.03,,lynnfr01,Fred,Lynn
493,483,1319,93,648,542,85,16.0,5.0,11.0,3860,2652,92,2.0,0.0,4.0,0.0,0.0,1345,2018,0.3405204460966543,0.4116062176165803,0.2733678756476684,0,0,1,1,0,0,0,0,0,0,0,0.01,,hudsoor01,Orlando,Hudson
495,522,1540,215,759,909,53,1.0,1.0,1.0,515,6015,70,4.0,0.0,0.0,0.0,0.0,1454,2016,0.365565634092076,0.48573631457208943,0.29683885890516576,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,sweenmi01,Mike,Sweeney
496,328,1114,40,451,423,17,83.0,23.0,24.0,4335,2122,156,3.0,0.0,0.0,2.0,1.0,1392,1990,0.2971044045676998,0.3211436170212766,0.24689716312056736,0,1,1,0,0,0,0,0,0,0,1,0.0,,dentbu01,Bucky,Dent
499,1375,2584,563,1551,1702,228,281.0,78.0,77.0,133,4062,142,12.0,1.0,0.0,5.0,1.0,2820,1993,0.3556081732877313,0.4900648824006488,0.2619626926196269,1,0,0,0,0,0,0,0,0,1,0,0.88,,jacksre01,Reggie,Jackson
500,805,2135,338,1236,1276,285,121.0,33.0,38.0,110,2716,58,1.0,1.0,0.0,2.0,3.0,2292,1994,0.3417155034629728,0.43559404732861673,0.2604293730178092,0,1,1,0,0,0,0,1,0,0,0,0.02,,baylodo01,Don,Baylor
501,1216,3110,465,1669,1833,223,101.0,21.0,26.0,168,5012,95,12.0,0.0,7.0,1.0,2.0,2973,2001,0.3526217683766918,0.47450695264927745,0.2826501863128238,0,1,1,0,0,0,0,0,0,1,0,0.96,,winfida01,Dave,Winfield
502,683,1726,381,974,1239,88,61.0,14.0,18.0,91,2642,66,4.0,0.0,0.0,0.0,1.0,1539,2006,0.36947068526015897,0.5638134290107637,0.29489150862805397,0,1,1,0,0,0,0,0,1,0,0,0.14,0.0,belleal01,Albert,Belle
503,760,1509,189,798,877,20,98.0,32.0,28.0,1016,12855,63,0.0,0.0,6.0,0.0,1.0,1716,2014,0.35732884055751263,0.426697394079064,0.2675057613898245,1,0,0,0,0,0,0,0,0,0,0,0.01,,snowjt01,J. T.,Snow
504,831,1443,240,720,882,16,1.0,0.0,1.0,86,2177,60,1.0,1.0,0.0,0.0,0.0,1689,1991,0.3551590380139643,0.4394869942196532,0.26065751445086704,0,1,1,0,0,0,0,0,0,1,0,0.0,,burroje01,Jeff,Burroughs
507,845,1795,307,880,1128,37,82.0,20.0,23.0,105,2120,57,4.0,0.0,0.0,1.0,0.0,1821,1990,0.3625715426593904,0.4777863182167563,0.2759415833973866,0,1,1,0,0,0,0,0,1,0,0,0.0,,luzingr01,Greg,Luzinski
510,1155,2591,354,1412,1439,128,87.0,22.0,24.0,120,4520,64,5.0,0.0,0.0,1.0,0.0,2591,2014,0.3666001330671989,0.47886862509555533,0.28295293218302936,1,0,1,0,0,0,0,0,1,0,0,0.09,,gonzalu01,Luis,Gonzalez
511,298,1053,58,422,343,45,0.0,0.0,0.0,85,2722,30,1.0,0.0,2.0,0.0,0.0,1384,1981,0.30819013613032803,0.3440522243713733,0.2545938104448743,0,1,1,0,0,0,1,0,0,0,0,0.0,,berryke01,Ken,Berry
512,690,2276,94,1057,844,246,150.0,49.0,43.0,5544,3214,196,5.0,0.0,4.0,1.0,1.0,2158,2007,0.34723813889525557,0.39893818733409175,0.2877006699532297,0,0,1,0,0,0,0,0,0,0,1,0.0,,fernato01,Tony,Fernandez
513,882,1530,197,888,697,63,47.0,10.0,12.0,4225,3267,260,3.0,0.0,0.0,1.0,1.0,1763,1981,0.3429172510518934,0.4032336297493937,0.24737267582861763,1,0,1,1,0,0,0,0,0,0,0,0.0,,mcauldi01,Dick,McAuliffe
514,474,2191,15,987,525,318,118.0,30.0,32.0,6864,3323,211,5.0,0.0,2.0,1.0,0.0,2247,1991,0.299597855227882,0.32026609645996673,0.26027559990496557,0,0,1,0,0,0,0,0,0,0,1,0.01,,bowala01,Larry,Bowa
515,658,1207,25,623,386,96,147.0,28.0,46.0,4007,2056,190,1.0,0.0,0.0,1.0,3.0,1495,2006,0.3510873571691854,0.32565087494664957,0.25757575757575757,0,0,1,0,0,0,0,0,0,0,1,0.01,0.0,weisswa01,Walt,Weiss
516,874,1959,331,1081,1078,104,111.0,27.0,27.0,1367,14910,98,2.0,0.0,3.0,1.0,0.0,1942,2017,0.3646526818238915,0.49468543521976444,0.2813846595805803,0,1,1,0,0,0,0,0,0,0,0,0.04,0.0,leede02,Derrek,Lee
517,535,2743,219,1189,1326,84,92.0,21.0,28.0,498,9040,131,7.0,0.0,0.0,1.0,0.0,2368,1991,0.34422702591947546,0.45121007846170846,0.3031274173941872,1,0,0,0,0,0,1,0,0,0,0,0.25,0.0,oliveal01,Al,Oliver
519,718,2327,140,1200,923,294,242.0,61.0,66.0,5706,2966,272,5.0,0.0,2.0,2.0,1.0,2152,2017,0.343035574885692,0.39805944485384426,0.2858020142471137,0,1,1,0,0,0,0,0,0,0,1,0.08,0.0,renteed01,Edgar,Renteria
521,867,1700,278,1064,968,297,92.0,16.0,27.0,76,4954,71,1.0,0.0,3.0,0.0,0.0,1955,2017,0.3379600152807844,0.44377833016522883,0.24857435297558123,0,1,1,0,0,0,1,0,0,0,0,0.01,0.0,camermi01,Mike,Cameron
522,302,1315,219,606,721,41,39.0,6.0,11.0,650,9036,81,3.0,0.0,3.0,1.0,2.0,1397,1979,0.3011717319663127,0.4316264469295664,0.25799489896017264,1,0,0,0,0,0,0,0,0,0,0,0.0,,pepitjo01,Joe,Pepitone
523,801,2461,377,1320,1518,94,170.0,47.0,49.0,5918,4816,236,5.0,1.0,0.0,1.0,1.0,2298,2014,0.3555159021727721,0.49964697575900213,0.2895975523652624,0,1,1,1,0,0,0,0,0,0,0,0.1,,kentje01,Jeff,Kent
524,279,1055,37,460,369,131,15.0,3.0,17.0,1437,1603,131,0.0,0.0,0.0,1.0,1.0,1903,2011,0.3182567726737338,0.3488786952089704,0.26885830784913356,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,harrile01,Lenny,Harris
525,420,1401,50,656,449,72,44.0,14.0,14.0,4109,2349,189,3.0,0.0,1.0,0.0,1.0,1346,1993,0.3282442748091603,0.3605759875462152,0.2726211325160537,0,1,1,0,0,0,0,0,0,0,1,0.0,,burleri01,Rick,Burleson
526,934,1803,160,964,758,233,79.0,22.0,25.0,122,3443,52,1.0,0.0,0.0,2.0,1.0,1881,1985,0.36006248372819577,0.4037593984962406,0.27112781954887216,0,0,1,0,0,0,0,0,1,0,0,0.0,,whitero01,Roy,White
528,510,1273,156,568,606,20,1.0,0.0,1.0,2775,1769,165,0.0,0.0,0.0,1.0,1.0,1583,1983,0.3160112359550562,0.3829662833755603,0.24809978561683882,0,1,1,0,1,0,0,0,0,0,0,0.0,,mcmulke01,Ken,McMullen
529,399,1092,39,352,404,15,81.0,18.0,26.0,666,8103,82,2.0,0.0,0.0,2.0,3.0,1421,1987,0.3162393162393162,0.3256510716755013,0.25167089191057845,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,groteje01,Jerry,Grote
530,199,656,21,305,261,105,34.0,5.0,18.0,284,3388,52,0.0,0.0,0.0,1.0,1.0,860,1991,0.31761695906432746,0.34291417165668664,0.26187624750499,0,1,1,0,0,1,0,0,0,0,0,0.0,,wathajo01,John,Wathan
533,629,891,137,511,588,50,64.0,18.0,22.0,469,5835,74,3.0,0.0,0.0,1.0,2.0,1161,2003,0.35707678075855687,0.42672176308539944,0.24545454545454545,1,0,1,0,0,1,0,0,0,0,0,0.0,,daultda01,Darren,Daulton
535,1075,2445,173,1179,1146,70,82.0,27.0,25.0,1665,18503,110,3.0,0.0,4.0,1.0,0.0,2245,2009,0.38326323735576406,0.44203347799132053,0.3031618102913825,1,0,0,0,0,0,0,0,0,0,0,0.0,,gracema01,Mark,Grace
536,357,1527,260,674,864,8,205.0,57.0,60.0,631,8991,73,3.0,0.0,0.0,1.0,3.0,1503,2012,0.336962156557802,0.4910697499529987,0.2870840383530739,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,lopezja01,Javy,Lopez
539,1003,2769,235,1668,1139,408,261.0,72.0,59.0,79,4732,57,2.0,0.0,0.0,2.0,0.0,2490,2018,0.3519337016574586,0.4328266228430567,0.28440838126540674,1,0,0,0,0,0,1,0,0,0,0,0.17,,damonjo01,Johnny,Damon
540,248,1153,63,548,430,183,86.0,21.0,22.0,59,2163,25,0.0,0.0,0.0,1.0,0.0,1071,1989,0.3447368421052632,0.420192058136517,0.29924733973527123,1,0,1,0,0,0,0,0,0,1,0,0.0,,mcbriba01,Bake,McBride
541,87,237,9,54,66,3,0.0,0.0,0.0,185,1986,28,0.0,0.0,0.0,0.0,0.0,393,1980,0.2868352223190933,0.2869399428026692,0.2259294566253575,0,1,1,0,0,1,0,0,0,0,0,0.0,,bartobo01,Bob,Barton
542,642,1677,204,712,890,21,10.0,3.0,3.0,65,1846,51,1.0,0.0,0.0,1.0,0.0,1651,1985,0.3692794932699921,0.4639671780235462,0.2991437745272922,0,1,1,0,0,0,0,0,1,0,0,0.0,,cartyri01,Rico,Carty
544,138,1216,32,448,377,31,27.0,6.0,13.0,63,1693,58,0.0,0.0,0.0,2.0,0.0,1380,1985,0.3053165673946614,0.3530494821634062,0.2798619102416571,0,1,1,0,0,0,0,0,0,1,0,0.0,,alouje01,Jesus,Alou
545,317,803,47,331,254,22,0.0,0.0,1.0,2585,1665,150,0.0,0.0,0.0,1.0,0.0,1129,1980,0.299658882183154,0.3125543635836474,0.23282110756741084,0,1,1,0,0,0,0,0,0,0,1,0.0,,brownla01,Larry,Brown
547,523,1073,7,449,308,39,21.0,3.0,18.0,108,1882,33,0.0,0.0,0.0,1.0,1.0,1809,1995,0.3717265353418308,0.3514018691588785,0.2865153538050734,1,0,0,0,0,0,0,0,1,0,0,0.0,,grossgr01,Greg,Gross
548,1262,1826,340,1118,1180,77,47.0,14.0,14.0,456,7127,105,4.0,0.0,0.0,0.0,2.0,1994,1998,0.37877312560856863,0.47553673141521835,0.2666861399152914,0,1,1,0,0,0,0,0,0,1,0,0.01,0.0,clarkja01,Jack,Clark
549,455,1687,107,667,708,80,71.0,24.0,29.0,1049,11260,118,5.0,0.0,4.0,0.0,2.0,1988,2003,0.30906495360456815,0.36369240252735396,0.2599784250269687,0,1,1,0,0,1,0,0,0,0,0,0.0,,penato01,Tony,Pena
550,303,1017,126,519,555,107,53.0,9.0,17.0,2033,1348,139,1.0,0.0,0.0,0.0,1.0,1152,2015,0.32634032634032634,0.42495479204339964,0.26272281064324465,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,booneaa01,Aaron,Boone
552,360,1196,93,565,524,91,81.0,23.0,20.0,83,2280,51,1.0,0.0,0.0,1.0,1.0,1213,1982,0.3392857142857143,0.40441003987802016,0.28055360075064506,0,1,0,0,0,0,0,0,1,0,0,0.0,,jonescl01,Cleon,Jones
553,605,2008,163,920,860,174,65.0,20.0,17.0,3025,1694,222,3.0,0.0,0.0,1.0,0.0,1806,1993,0.3654580152671756,0.44176524112829846,0.30451925993327267,0,1,1,0,1,0,0,0,0,0,0,0.0,,madlobi01,Bill,Madlock
557,649,1336,187,736,709,91,0.0,0.0,0.0,124,2588,64,0.0,0.0,0.0,0.0,0.0,1362,2011,0.3580028328611898,0.45478615071283096,0.2720977596741344,1,0,1,0,0,0,0,0,1,0,0,0.0,0.0,higgibo02,Bobby,Higginson
558,862,1437,242,944,795,87,184.0,48.0,55.0,70,2845,49,1.0,0.0,0.0,1.0,0.0,1566,2017,0.3837626344962504,0.4894645273535666,0.2777885173013725,1,0,1,0,0,0,0,0,0,1,0,0.0,,drewjd01,J. D.,Drew
560,585,1379,11,878,318,620,81.0,26.0,24.0,57,3313,36,0.0,0.0,0.0,0.0,3.0,1709,2005,0.34345020059305775,0.3143695014662757,0.26959921798631475,0,0,1,0,0,0,1,0,0,0,0,0.02,0.0,nixonot01,Otis,Nixon
561,342,816,102,357,410,14,107.0,27.0,38.0,674,6110,88,0.0,0.0,0.0,1.0,3.0,1269,1992,0.29766390354182365,0.3549107142857143,0.22767857142857142,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,yeagest01,Steve,Yeager
562,939,2340,198,1329,960,379,71.0,24.0,17.0,5864,3154,235,9.0,1.0,3.0,1.0,0.0,2180,2010,0.3705267837297177,0.44437444878417537,0.2948217210532947,0,1,1,0,0,0,0,0,0,0,1,0.34,1.0,larkiba01,Barry,Larkin
563,640,2326,188,1062,1153,141,90.0,24.0,27.0,987,6661,110,1.0,0.0,0.0,0.0,0.0,2313,2011,0.3319313779745434,0.4134172923225963,0.28166626301767983,1,0,1,0,0,0,0,0,1,0,0,0.02,,surhobj01,B. J.,Surhoff
564,634,1579,80,718,607,102,106.0,26.0,35.0,960,12856,80,1.0,0.0,3.0,0.0,1.0,1971,2016,0.325117538110842,0.3435260391782131,0.25147316451664276,0,1,1,0,0,1,0,0,0,0,0,0.02,0.0,ausmubr01,Brad,Ausmus
567,1747,2328,612,1583,1699,19,232.0,49.0,71.0,1565,9450,137,5.0,0.0,0.0,0.0,2.0,2543,2018,0.4018619084561676,0.5541439088102589,0.27641890287342674,1,0,1,0,0,0,0,0,0,0,0,0.61,1.0,thomeji01,Jim,Thome
568,96,320,26,117,148,3,0.0,0.0,0.0,243,2477,31,0.0,0.0,0.0,0.0,0.0,551,1980,0.26662444585180495,0.3173734610123119,0.2188782489740082,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,boccajo01,John,Boccabella
570,142,400,36,167,163,22,4.0,2.0,4.0,56,992,15,0.0,0.0,0.0,0.0,0.0,730,1979,0.29195524773574855,0.35095874491574663,0.23242300987797793,1,0,0,0,0,0,0,0,1,0,0,0.0,,stahlla01,Larry,Stahl
572,472,1593,126,761,663,196,27.0,9.0,7.0,1518,4690,100,2.0,0.0,0.0,0.0,0.0,1465,2006,0.3442649967040211,0.421195652173913,0.28858695652173916,0,0,1,0,0,0,0,0,0,0,0,0.0,,jeffegr01,Gregg,Jefferies
573,633,1120,7,539,267,127,70.0,14.0,20.0,4112,2502,209,2.0,0.0,1.0,1.0,1.0,1533,1986,0.32736997417926966,0.2881534569983137,0.23608768971332209,0,0,1,0,0,0,0,0,0,0,1,0.0,,harrebu01,Bud,Harrelson
574,559,1252,136,564,609,33,111.0,25.0,31.0,3339,3862,142,3.0,0.0,3.0,2.0,2.0,1435,1984,0.3403199117484832,0.40400250156347717,0.2609964561184073,0,1,1,1,0,0,0,0,0,0,0,0.0,,johnsda02,Davey,Johnson
581,1072,2460,28,1257,793,580,144.0,34.0,42.0,8375,4249,281,14.0,0.0,13.0,1.0,2.0,2573,2002,0.33746686861037484,0.3282247765006386,0.26181353767560667,0,0,1,0,0,0,0,0,0,0,1,0.83,,smithoz01,Ozzie,Smith
582,486,1897,140,851,946,127,230.0,58.0,66.0,3891,1386,238,1.0,1.0,3.0,0.0,5.0,1893,2004,0.3155263157894737,0.39121160409556316,0.26976678043230945,0,0,1,0,1,0,0,0,0,0,0,0.01,0.0,pendlte01,Terry,Pendleton
583,1865,2517,268,1650,1133,689,181.0,33.0,50.0,6969,5758,245,9.0,2.0,5.0,2.0,2.0,2649,1990,0.39209079624046816,0.42707771909022313,0.2713161582408106,1,0,1,1,0,0,0,0,0,0,0,0.76,1.0,morgajo02,Joe,Morgan
584,817,1564,278,874,987,91,165.0,39.0,62.0,489,6660,78,1.0,0.0,0.0,1.0,3.0,1736,2013,0.3700859950859951,0.5002673320263767,0.2787381928355017,1,0,0,0,0,0,0,0,1,0,0,0.0,,kleskry01,Ryan,Klesko
587,487,2031,354,959,1244,39,38.0,10.0,13.0,900,13029,90,3.0,0.0,0.0,0.0,2.0,2071,1988,0.31266747868453104,0.4593244841634906,0.26692075174135893,0,1,1,0,0,0,0,0,0,0,0,0.0,,mayle01,Lee,May
589,838,1749,293,903,1086,37,91.0,14.0,24.0,1051,13725,87,1.0,0.0,0.0,2.0,0.0,1747,2000,0.36689132266217356,0.4806201550387597,0.2824612403100775,1,0,1,0,0,0,0,0,0,0,0,0.0,,hrbekke01,Kent,Hrbek
590,905,1369,188,765,826,39,120.0,32.0,37.0,755,6767,134,3.0,0.0,0.0,1.0,2.0,1782,1993,0.35393772893772896,0.40909911536378407,0.24715652644881747,1,0,1,0,0,1,0,0,0,0,0,0.0,,porteda02,Darrell,Porter
591,1317,1626,583,1167,1414,12,129.0,28.0,42.0,1073,14464,112,9.0,0.0,1.0,1.0,2.0,1874,2007,0.3941491445735928,0.5881687409083562,0.2628091158881526,0,1,1,0,0,0,0,0,0,0,0,0.11,,mcgwima01,Mark,McGwire
594,671,1982,214,870,1071,54,102.0,31.0,32.0,742,8866,98,1.0,0.0,0.0,2.0,0.0,2024,2013,0.3466289243437983,0.44286330314790856,0.28489291361218916,0,1,1,0,0,0,0,0,0,0,0,0.01,,coninje01,Jeff,Conine
596,479,1004,160,496,591,23,0.0,0.0,0.0,2079,1178,149,0.0,0.0,0.0,0.0,0.0,1144,1983,0.33656601278377785,0.4190380256862251,0.25283303953664066,0,1,1,0,1,0,0,0,0,0,0,0.0,,meltobi01,Bill,Melton
597,1412,3010,118,1513,1014,24,154.0,42.0,39.0,4304,2115,232,12.0,0.0,2.0,1.0,1.0,2440,2005,0.41499393147231817,0.44270152505446625,0.32788671023965144,1,0,1,0,1,0,0,0,0,0,0,0.93,,boggswa01,Wade,Boggs
599,1075,1885,294,1006,1182,24,124.0,22.0,37.0,3616,2215,227,2.0,0.0,6.0,0.0,2.0,2079,2010,0.3621024520514688,0.44351642129105323,0.26684597961494905,1,0,1,0,1,0,0,0,0,0,0,0.01,,venturo01,Robin,Ventura
601,244,1331,78,550,525,113,0.0,0.0,0.0,61,1641,84,1.0,0.0,0.0,1.0,0.0,1322,1982,0.3263776337115073,0.3917369673372269,0.2879082846636383,0,1,1,0,0,0,0,0,1,0,0,0.0,,johnsal01,Alex,Johnson
602,89,375,26,126,207,0,2.0,0.0,2.0,57,498,10,0.0,0.0,0.0,1.0,0.0,733,1990,0.3321554770318021,0.4084291187739464,0.28735632183908044,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,moraljo01,Jose,Morales
